Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Michael Gomez",,3.39099,0,0,4.914,70,0,0,0,,70,323.946,73.6887,41.7445,38.22,10.3641,33.7077,0.984628,3.8042,55.7547,7.16846,4.33385,1.65406,1.33253,0.172111,0.104054,0.06805756688117981,0.257262,1.53423,0.287427,0.706796,,,5.07456,-0.395518,-0.456882,999,,,,,,,200.6,2.8657142857142857,218,3.1142857142857143,,,,,,,,,,,,,,,,,,,"Michael Gomez","sa3008454",676546
"Matt Merrill",,3.09843,0,0,4.96546,70,0,0,0,,70,300.66,61.2872,42.1816,38.6202,9.26608,42.7015,0.91385,3.90715,62.9538,8.09406,5.49019,1.47428,1.19135,0.209385,0.142026,0.06735943257808685,0.241239,1.48555,0.286095,0.679077,,,5.05481,-0.395586,-0.446806,999,,,,,,,233.70000000000002,3.338571428571429,218,3.1142857142857143,,,,,,,,,,,,,,,,,,,"Matt Merrill","sa3004364",677017
"Thomas Mangus","CHC",2.47163,0,0,5.52776,70,0,0,0,,70,287.943,68.8382,46.9584,42.9937,10.061,30.7002,0.875198,3.40576,39.5451,5.08437,3.94717,1.28811,1.29355,0.137336,0.106619,0.030717581510543823,0.27119,1.42198,0.287797,0.615308,,,5.33542,-0.395736,-0.608227,999,,,,,,,193.6,2.7657142857142856,198,2.8285714285714287,,,,,,,,,,,,,,,,,,,"Thomas Mangus","sa3068785",821431
"Zach Jackson","ATH",3.85732,0,0,4.59363,70,0,0,0,,70,335.476,64.1471,39.0229,35.7282,10.1343,48.5593,1.01967,4.3897,80.2052,10.3121,6.24334,1.65169,1.30299,0.239079,0.144748,0.09433126449584961,0.227048,1.61009,0.281043,0.747916,,,4.9949,-0.396099,-0.235893,999,,,,,,,229.6,3.28,221,3.157142857142857,,,,,,,,,,,,,,,,,,,"Zach Jackson","19493",667427
"A.J. Puckett",,3.00826,0,0,5.15678,70,0,0,0,,70,309.836,73.8069,43.8069,40.1083,9.4984,31.4745,0.941741,3.61328,44.4815,5.71905,4.04672,1.41326,1.22122,0.143565,0.101584,0.04198029637336731,0.268635,1.50402,0.291294,0.66832,,,5.13199,-0.396115,-0.549744,999,,,,,,,197.9,2.8271428571428574,216,3.085714285714286,,,,,,,,,,,,,,,,,,,"A.J. Puckett","sa738686",643494
"Greiber Mendez","PIT",2.21432,0,0,5.92931,70,0,0,0,,70,298.936,72.9935,50.3696,46.1169,10.7407,33.6376,0.90861,3.59399,33.8117,4.34721,4.32484,1.00517,1.38095,0.113107,0.112525,0.0005820915102958679,0.278916,1.5233,0.286678,0.614248,,,5.75944,-0.396176,-0.555883,999,,,,,,,146.89999999999998,2.0985714285714283,161,2.3,,,,,,,,,,,,,,,,,,,"Greiber Mendez","sa3018041",700356
"Luis Polanco",,2.29027,0,0,5.81384,70,0,0,0,,70,295.845,73.6375,49.3887,45.2188,10.8629,29.6619,0.899214,3.43721,33.8196,4.34823,3.81367,1.14017,1.39666,0.114315,0.100262,0.014053724706172943,0.280262,1.47571,0.287874,0.611987,,,5.6048,-0.396648,-0.575611,999,,,,,,,159.29999999999998,2.2757142857142854,176,2.5142857142857142,,,,,,,,,,,,,,,,,,,"Luis Polanco","sa3016739",691495
"Brayden Spears","CHC",2.5469,0,0,5.57512,70,0,0,0,,70,301.664,75.6855,47.3607,43.362,9.04677,30.7507,0.916902,3.52148,33.3628,4.2895,3.95366,1.08494,1.16316,0.110596,0.101937,0.008658871054649353,0.283051,1.52052,0.296196,0.629999,,,5.33084,-0.396656,-0.588954,999,,,,,,,170.70000000000002,2.4385714285714286,194,2.7714285714285714,,,,,,,,,,,,,,,,,,,"Brayden Spears","sa3067025",687168
"Jonah Hurney","CIN",2.7701,0,0,5.37833,70,0,0,0,,70,306.685,77.4917,45.689,41.8315,10.5936,25.2807,0.932164,3.38288,37.7997,4.85996,3.25038,1.4952,1.36204,0.123252,0.0824321,0.0408201590180397,0.278725,1.46818,0.291332,0.649108,,,5.25097,-0.396901,-0.608688,999,,,,,,,174.5,2.492857142857143,199,2.842857142857143,,,,,,,,,,,,,,,,,,,"Jonah Hurney","sa3023417",802373
"Riley Valentine",,2.26329,0,0,6.05622,70,0,0,0,,70,321.311,81.082,51.4477,47.1039,10.845,35.5028,0.97662,3.84148,30.4896,3.92009,4.56464,0.858795,1.39436,0.0948911,0.110493,-0.015602201223373413,0.287558,1.6655,0.291885,0.642367,,,5.96427,-0.397259,-0.519872,999,,,,,,,112.1,1.6014285714285714,147,2.1,,,,,,,,,,,,,,,,,,,"Riley Valentine","sa3024877",827655
"Jacob Stretch",,3.00664,0,0,5.10193,70,0,0,0,,70,304.348,68.349,43.341,39.6817,10.9234,32.8831,0.925059,3.6141,55.7041,7.16196,4.22783,1.694,1.40444,0.183028,0.108045,0.07498319447040558,0.255176,1.44617,0.285383,0.673627,,,5.13639,-0.39756,-0.492685,999,,,,,,,206.89999999999998,2.9557142857142855,208,2.9714285714285715,,,,,,,,,,,,,,,,,,,"Jacob Stretch","sa3068935",811710
"Orlando Gonzalez","PHI",2.26373,0,0,5.93333,70,0,0,0,,70,306.084,76.3958,50.4038,46.1481,10.8211,32.7619,0.930336,3.62453,33.4294,4.29807,4.21224,1.02038,1.39128,0.109217,0.107036,0.0021808743476867676,0.283265,1.5594,0.290866,0.624988,,,5.74906,-0.397617,-0.553742,999,,,,,,,140.1,2.0014285714285713,162,2.3142857142857145,,,,,,,,,,,,,,,,,,,"Orlando Gonzalez","sa3024196",701432
"Sam Rochard","MIN",3.2259,0,0,4.97117,70,0,0,0,,70,313.575,70.4617,42.2301,38.6646,11.8816,30.6293,0.953104,3.61649,58.5137,7.52319,3.93805,1.91039,1.52764,0.186602,0.0976777,0.08892444521188736,0.252254,1.44416,0.280377,0.696935,,,5.13758,-0.397903,-0.445688,999,,,,,,,201.39999999999998,2.877142857142857,207,2.9571428571428573,,,,,,,,,,,,,,,,,,,"Sam Rochard","sa3068686",835380
"Kevin Camacho","CHC",9.4058,0,0,5.857,33,33,0,0,,198,835.835,195.75,140.736,128.854,32.6847,99.4159,2.5405,10.2258,129.975,5.90797,4.51891,1.30739,1.48567,0.155504,0.118942,0.03656156361103058,0.269556,1.49073,0.289362,0.619185,,,5.62945,-0.398026,-1.48483,999,,,,,,,482.70000000000005,2.437878787878788,494,2.494949494949495,,,,,,,,,,,,,,,,,,,"Kevin Camacho","sa3021577",814268
"Cam Robinson","TBR",3.37856,0,0,4.91633,70,0,0,0,,70,322.986,72.5615,41.7643,38.2381,9.26394,37.281,0.981708,3.91403,55.0513,7.07803,4.79328,1.47666,1.19108,0.170445,0.115426,0.055018797516822815,0.257502,1.56918,0.291056,0.702758,,,5.04819,-0.39814,-0.456427,999,,,,,,,204.5,2.9214285714285713,220,3.142857142857143,,,,,,,,,,,,,,,,,,,"Cam Robinson","sa3005216",676515
"Carlos Betancourt",,2.95405,0,0,5.1661,70,0,0,0,,70,305.158,71.9719,43.8861,40.1808,10.3456,30.064,0.927521,3.52788,46.4993,5.97849,3.86537,1.54668,1.33014,0.152378,0.0985195,0.05385861545801163,0.265026,1.45765,0.287007,0.664173,,,5.16755,-0.398287,-0.547128,999,,,,,,,197.8,2.825714285714286,210,3,,,,,,,,,,,,,,,,,,,"Carlos Betancourt","sa3006600",678640
"Chris Veach","NYY",3.0267,0,0,5.05701,70,0,0,0,,70,302.105,66.9013,42.9594,39.3323,10.6547,33.6127,0.918243,3.61951,54.9795,7.06879,4.32163,1.63568,1.36989,0.181988,0.111261,0.07072649151086807,0.252579,1.43591,0.282307,0.672387,,,5.13869,-0.398896,-0.503387,999,,,,,,,204.5,2.9214285714285713,203,2.9,,,,,,,,,,,,,,,,,,,"Chris Veach","sa3067067",810102
"Seth Chavez","TBR",2.15698,0,0,5.9712,70,0,0,0,,70,296.005,71.5157,50.7255,46.4427,12.7108,30.5398,0.899703,3.46749,36.9672,4.75292,3.92654,1.21046,1.63425,0.124887,0.103173,0.021713905036449432,0.272963,1.45794,0.276963,0.609183,,,5.89697,-0.398905,-0.568693,999,,,,,,,142.90000000000003,2.041428571428572,153,2.1857142857142855,,,,,,,,,,,,,,,,,,,"Seth Chavez","sa3023005",702060
"Cade Citelli","TBR",2.87397,0,0,5.12273,70,0,0,0,,70,292.829,64.43,43.5177,39.8434,10.5814,33.2917,0.890047,3.53181,52.6063,6.76367,4.28036,1.58016,1.36047,0.179649,0.11369,0.06595871597528458,0.251675,1.39602,0.279272,0.653788,,,5.17537,-0.399218,-0.559298,999,,,,,,,211.29999999999998,3.0185714285714282,202,2.8857142857142857,,,,,,,,,,,,,,,,,,,"Cade Citelli","sa3028952",699530
"Yulian Quintana","PIT",2.22583,0,0,6.09102,70,0,0,0,,70,320.498,78.3972,51.7433,47.3746,11.1146,38.6625,0.974148,3.9389,33.5638,4.31534,4.9709,0.868121,1.42902,0.104724,0.120633,-0.0159088596701622,0.282109,1.67228,0.288496,0.643516,,,6.06608,-0.399414,-0.529947,999,,,,,,,118.89999999999998,1.6985714285714282,146,2.085714285714286,,,,,,,,,,,,,,,,,,,"Yulian Quintana","sa3067459",831951
"Chase Wallace",,2.81273,0,0,5.30297,70,0,0,0,,70,303.717,73.4439,45.0488,41.2453,9.10147,31.4617,0.923141,3.56199,39.5666,5.08714,4.04507,1.25761,1.17019,0.130275,0.103589,0.026685886085033417,0.273337,1.49865,0.292432,0.649463,,,5.19595,-0.399729,-0.57253,999,,,,,,,192.5,2.75,208,2.9714285714285715,,,,,,,,,,,,,,,,,,,"Chase Wallace","sa3015105",675991
"Kyle Virbitsky",,2.73788,0,0,5.28787,70,0,0,0,,70,294.174,69.3767,44.9205,41.1279,11.1521,27.9815,0.894135,3.36792,45.5036,5.85047,3.59763,1.6262,1.43385,0.154683,0.0951191,0.05956379324197769,0.263966,1.39083,0.282412,0.641477,,,5.24969,-0.399796,-0.577403,999,,,,,,,202.29999999999998,2.8899999999999997,206,2.942857142857143,,,,,,,,,,,,,,,,,,,"Kyle Virbitsky","sa3017491",680223
"Juan Hillman",,10.3403,0,0,5.80747,33,33,0,0,,198,912.214,238.076,139.546,127.764,31.5216,82.1612,2.77266,10.2918,100.027,4.54668,3.7346,1.21745,1.4328,0.109653,0.0900679,0.019585013389587402,0.290422,1.61736,0.300132,0.654424,,,5.59516,-0.400004,-1.3996,999,,,,,,,376.80000000000007,1.9030303030303033,498,2.515151515151515,,,,,,,,,,,,,,,,,,,"Juan Hillman","sa874796",663535
"Jonh Henriquez",,2.20122,0,0,6.05207,70,0,0,0,,70,311.976,74.259,51.4124,47.0716,10.5011,40.8408,0.948245,3.93987,36.3753,4.67682,5.25096,0.89066,1.35014,0.116596,0.13091,-0.014313757419586182,0.27792,1.64428,0.289389,0.634348,,,5.96522,-0.400332,-0.522257,999,,,,,,,127.29999999999998,1.8185714285714283,144,2.057142857142857,,,,,,,,,,,,,,,,,,,"Jonh Henriquez","sa3019819",806430
"Lucas Knowles","LAA",3.04191,0,0,5.1414,70,0,0,0,,70,311.777,74.0209,43.6763,39.9887,9.77532,31.4003,0.94764,3.62697,45.8633,5.89671,4.03719,1.4606,1.25683,0.147103,0.100714,0.04638885706663132,0.267465,1.50602,0.290558,0.673073,,,5.14134,-0.400367,-0.554058,999,,,,,,,189.6,2.7085714285714286,207,2.9571428571428573,,,,,,,,,,,,,,,,,,,"Lucas Knowles","sa3011676",686731
"Samuel Fabian",,2.28068,0,0,6.21034,70,0,0,0,,70,345.161,83.8596,52.7569,48.3026,12.2142,43.6703,1.04911,4.30901,37.1965,4.78241,5.61475,0.851758,1.5704,0.107766,0.126522,-0.01875581592321396,0.282183,1.82186,0.28916,0.677107,,,6.39699,-0.400505,-0.481506,999,,,,,,,81.99999999999997,1.171428571428571,124,1.7714285714285714,,,,,,,,,,,,,,,,,,,"Samuel Fabian","sa3016711",699022
"Jeison Payano","BOS",2.18922,0,0,6.13562,70,0,0,0,,70,321.074,76.8475,52.1222,47.7215,13.2447,37.3525,0.975899,3.90049,39.5882,5.08991,4.80246,1.05985,1.70289,0.123299,0.116336,0.006963223218917847,0.27463,1.63143,0.280203,0.648959,,,6.23175,-0.400524,-0.502479,999,,,,,,,114.90000000000003,1.641428571428572,138,1.9714285714285715,,,,,,,,,,,,,,,,,,,"Jeison Payano","sa3024609",823876
"Owen Stevenson",,2.3186,0,0,5.99791,70,0,0,0,,70,321.563,82.2068,50.9523,46.6504,9.9977,35.1455,0.977383,3.83179,29.0244,3.73171,4.51871,0.825836,1.28542,0.0902606,0.109296,-0.019035495817661285,0.29091,1.67646,0.29647,0.642442,,,5.83304,-0.400558,-0.553357,999,,,,,,,122.80000000000001,1.7542857142857144,161,2.3,,,,,,,,,,,,,,,,,,,"Owen Stevenson","sa3023225",809850
"Delvis Alegre",,2.48902,0,0,5.61874,70,0,0,0,,70,299.392,75.3933,47.7313,43.7013,9.82779,28.7296,0.909996,3.43596,32.5564,4.18583,3.69381,1.1332,1.26357,0.108742,0.0959599,0.012782029807567596,0.282133,1.48747,0.291607,0.62405,,,5.40864,-0.400664,-0.621339,999,,,,,,,170,2.4285714285714284,190,2.7142857142857144,,,,,,,,,,,,,,,,,,,"Delvis Alegre","sa3006352",677590
"Jaycob Deese","PIT",2.46282,0,0,5.71436,70,0,0,0,,70,306.628,79.5865,48.5435,44.445,10.2916,26.8652,0.931989,3.43464,29.9817,3.85479,3.4541,1.116,1.32321,0.0977788,0.0876152,0.01016361266374588,0.288015,1.52074,0.293555,0.62914,,,5.48838,-0.40094,-0.624439,999,,,,,,,157,2.242857142857143,190,2.7142857142857144,,,,,,,,,,,,,,,,,,,"Jaycob Deese","sa3020376",671600
"Carlos Marcano","DET",9.69236,0,0,5.89734,33,33,0,0,,198,866.437,228.619,141.706,129.741,31.7103,73.0988,2.63352,9.61247,85.6705,3.89412,3.32267,1.17198,1.44138,0.0988768,0.0843671,0.014509737491607666,0.291708,1.52383,0.295506,0.621833,,,5.60497,-0.401039,-1.56969,999,,,,,,,399.20000000000005,2.0161616161616163,497,2.51010101010101,,,,,,,,,,,,,,,,,,,"Carlos Marcano","sa3015509",700354
"Cooper Adams","BOS",2.74025,0,0,5.32063,70,0,0,0,,70,297.617,70.749,45.1989,41.3827,10.5991,29.469,0.904603,3.44559,44.5707,5.73052,3.78887,1.51246,1.36274,0.149758,0.0990162,0.05074228346347809,0.267277,1.43169,0.287066,0.644409,,,5.24072,-0.401397,-0.566828,999,,,,,,,192.1,2.744285714285714,201,2.8714285714285714,,,,,,,,,,,,,,,,,,,"Cooper Adams","sa3023457",822416
"Reibyn Corona",,2.21131,0,0,6.11102,70,0,0,0,,70,321.033,77.5609,51.9132,47.5302,11.7317,39.0765,0.975773,3.95699,35.6413,4.58245,5.02413,0.912089,1.50836,0.111021,0.121721,-0.010700605809688568,0.278997,1.66625,0.285437,0.645866,,,6.13985,-0.401419,-0.517628,999,,,,,,,110.59999999999997,1.5799999999999994,137,1.957142857142857,,,,,,,,,,,,,,,,,,,"Reibyn Corona","sa3009521",685473
"Josh Sanders","TEX",2.63918,0,0,5.47406,70,0,0,0,,70,301.818,76.3114,46.5022,42.576,10.4705,25.5984,0.91737,3.35289,34.5272,4.43921,3.29122,1.3488,1.34621,0.114397,0.084814,0.029583364725112915,0.279665,1.45585,0.288942,0.635036,,,5.33394,-0.401913,-0.630084,999,,,,,,,180.4,2.5771428571428574,203,2.9,,,,,,,,,,,,,,,,,,,"Josh Sanders","sa3067414",699560
"Misael Tamarez","SDP",3.18711,0,0,5.09385,70,0,0,0,,70,321.797,74.8934,43.2723,39.6188,11.3917,31.4427,0.978097,3.71166,54.9061,7.05936,4.04263,1.74623,1.46464,0.170623,0.0977096,0.07291380316019058,0.261278,1.51909,0.288192,0.697703,,,5.1886,-0.401962,-0.494612,999,,,,,,,192.7,2.7528571428571427,212,3.0285714285714285,,,,,,,,,,,,,,,,,,,"Misael Tamarez","sa3009632",685377
"Luke Jewett","COL",2.24438,0,0,6.08851,70,0,0,0,,70,322.838,81.0736,51.722,47.3551,12.1561,33.9629,0.98126,3.8034,31.9952,4.11367,4.36666,0.942062,1.56292,0.099106,0.105201,-0.006095170974731445,0.284397,1.64338,0.286059,0.645948,,,6.0971,-0.402034,-0.53149,999,,,,,,,109.79999999999998,1.5685714285714283,144,2.057142857142857,,,,,,,,,,,,,,,,,,,"Luke Jewett","sa3034688",695609
"Bubba Hall",,2.27791,0,0,5.71374,70,0,0,0,,70,283.542,68.5926,48.5383,44.4402,12.1835,26.3137,0.861819,3.22455,37.9796,4.8831,3.38319,1.44334,1.56645,0.133947,0.0928037,0.04114358872175217,0.270046,1.3558,0.276732,0.595611,,,5.57858,-0.402098,-0.62474,999,,,,,,,179.99999999999997,2.571428571428571,183,2.6142857142857143,,,,,,,,,,,,,,,,,,,"Bubba Hall","sa3020403",801540
"Hendry Chivilli","MIN",2.67731,0,0,5.39298,70,0,0,0,,70,297.872,70.5869,45.8135,41.9454,9.24082,33.675,0.905377,3.58638,42.6375,5.48196,4.32964,1.26615,1.18811,0.14314,0.113052,0.030088365077972412,0.270852,1.48946,0.293898,0.640006,,,5.22999,-0.402285,-0.603341,999,,,,,,,194.70000000000002,2.7814285714285716,205,2.9285714285714284,,,,,,,,,,,,,,,,,,,"Hendry Chivilli","sa3021095",806998
"Brendan Hardy","COL",3.44746,0,0,4.85773,70,0,0,0,,70,323.819,70.1905,41.2665,37.7823,10.5773,37.3687,0.984243,3.92385,62.9275,8.09068,4.80454,1.68396,1.35994,0.194329,0.1154,0.07892927527427673,0.248438,1.53656,0.2852,0.714739,,,5.07125,-0.402771,-0.384759,999,,,,,,,203.7,2.9099999999999997,210,3,,,,,,,,,,,,,,,,,,,"Brendan Hardy","sa3008290",682132
"Danny Moreno",,2.2909,0,0,6.124,70,0,0,0,,70,334.372,83.8273,52.0234,47.6311,10.6954,39.6273,1.01632,4.08603,29.9072,3.84521,5.09494,0.754712,1.37513,0.089443,0.118513,-0.02906973659992218,0.288405,1.76364,0.292462,0.658467,,,6.14037,-0.403012,-0.509639,999,,,,,,,92.29999999999998,1.3185714285714283,135,1.9285714285714286,,,,,,,,,,,,,,,,,,,"Danny Moreno","sa3006615",678378
"Carlos Garcia",,3.12127,0,0,4.98948,70,0,0,0,,70,305.111,66.9029,42.3857,38.807,11.6899,31.8781,0.927379,3.58731,58.1064,7.47083,4.09861,1.82277,1.50299,0.190444,0.10448,0.08596345037221909,0.248114,1.41116,0.276273,0.684283,,,5.16588,-0.403173,-0.442103,999,,,,,,,204.2,2.917142857142857,202,2.8857142857142857,,,,,,,,,,,,,,,,,,,"Carlos Garcia","sa3006590",681603
"Jakob Hall","MIN",2.26839,0,0,6.04193,70,0,0,0,,70,320.185,81.8883,51.3263,46.9928,12.2481,30.6989,0.973197,3.67374,30.6447,3.94003,3.94701,0.998233,1.57475,0.0957093,0.0958787,-0.00016938894987106323,0.286511,1.60839,0.28668,0.64188,,,6.00733,-0.403673,-0.528077,999,,,,,,,114.19999999999999,1.6314285714285712,151,2.157142857142857,,,,,,,,,,,,,,,,,,,"Jakob Hall","sa3033030",828471
"Caleb Baragar",,3.46867,0,0,4.81493,70,0,0,0,,70,321.69,69.3915,40.9029,37.4495,11.6274,34.3155,0.977769,3.80548,63.437,8.15619,4.41199,1.84864,1.49495,0.197199,0.106673,0.09052672237157822,0.244708,1.48153,0.277041,0.718346,,,5.11578,-0.403698,-0.39132,999,,,,,,,202.99999999999997,2.8999999999999995,206,2.942857142857143,,,,,,,,,,,,,,,,,,,"Caleb Baragar","19231",670056
"Samuel Perez",,2.3933,0,0,5.62717,70,0,0,0,,70,288.744,70.1743,47.8029,43.7669,11.253,27.8559,0.877633,3.31865,38.3026,4.92462,3.58148,1.37503,1.44681,0.132652,0.0964726,0.03617967665195465,0.272448,1.40043,0.283256,0.610474,,,5.46667,-0.403709,-0.617554,999,,,,,,,183.7,2.624285714285714,190,2.7142857142857144,,,,,,,,,,,,,,,,,,,"Samuel Perez","sa3008176",682840
"Nelvis Ochoa",,2.29653,0,0,5.72145,70,0,0,0,,70,286.667,68.7192,48.6038,44.5002,12.1044,28.1923,0.871318,3.31247,40.7238,5.23592,3.62473,1.4445,1.55629,0.14206,0.0983453,0.04371451586484909,0.269316,1.38445,0.279809,0.604108,,,5.56977,-0.403815,-0.620955,999,,,,,,,179.99999999999997,2.571428571428571,183,2.6142857142857143,,,,,,,,,,,,,,,,,,,"Nelvis Ochoa","sa3015932",691440
"Jose Zerpa","SEA",2.31513,0,0,5.76676,70,0,0,0,,70,293.849,74.287,48.9887,44.8526,12.037,24.6006,0.893148,3.25375,32.8433,4.22271,3.16294,1.33506,1.54761,0.111769,0.0837187,0.028050631284713745,0.27928,1.41268,0.281529,0.608257,,,5.62595,-0.403822,-0.59872,999,,,,,,,159.99999999999997,2.285714285714285,176,2.5142857142857142,,,,,,,,,,,,,,,,,,,"Jose Zerpa","sa3021037",813683
"Ben Sears","KCR",2.88355,0,0,5.25526,70,0,0,0,,70,306.546,75.2738,44.6435,40.8743,10.9373,25.9032,0.931741,3.40225,41.5716,5.34492,3.33041,1.60488,1.40622,0.135613,0.0845002,0.05111279338598251,0.271511,1.44539,0.286281,0.658401,,,5.23454,-0.404233,-0.587928,999,,,,,,,184.7,2.6385714285714283,204,2.914285714285714,,,,,,,,,,,,,,,,,,,"Ben Sears","sa3020178",700786
"John O'Reilly",,2.98109,0,0,5.2537,70,0,0,0,,70,316.754,79.3203,44.6302,40.8621,10.2587,26.7542,0.962768,3.51516,39.6124,5.09302,3.43982,1.48061,1.31897,0.125057,0.0844636,0.0405937135219574,0.276874,1.51535,0.291875,0.669967,,,5.20579,-0.404451,-0.588434,999,,,,,,,176.6,2.5228571428571427,207,2.9571428571428573,,,,,,,,,,,,,,,,,,,"John O'Reilly","sa3008134",682615
"Ocean Gabonia","NYY",2.74703,0,0,5.34569,70,0,0,0,,70,300.84,73.0306,45.4117,41.5776,10.2464,28.7962,0.914397,3.45019,40.7492,5.23919,3.70236,1.41509,1.31739,0.135451,0.0957192,0.03973231464624405,0.2719,1.45467,0.288533,0.644877,,,5.25576,-0.405043,-0.558739,999,,,,,,,191.2,2.7314285714285713,206,2.942857142857143,,,,,,,,,,,,,,,,,,,"Ocean Gabonia","sa3017391",695589
"Brandon Beckel","PHI",2.64324,0,0,5.43735,70,0,0,0,,70,298.521,72.9116,46.1904,42.2905,10.4323,28.5825,0.907348,3.42387,39.7237,5.10734,3.6749,1.38979,1.34129,0.133069,0.0957473,0.0373213067650795,0.273575,1.44992,0.288777,0.636488,,,5.3093,-0.405459,-0.587151,999,,,,,,,189.2,2.702857142857143,204,2.914285714285714,,,,,,,,,,,,,,,,,,,"Brandon Beckel","sa3023276",699552
"Landon Tomkins","PIT",2.78848,0,0,5.33252,70,0,0,0,,70,304.047,73.5478,45.2998,41.4751,9.19139,31.7013,0.924146,3.57264,39.6271,5.09491,4.07588,1.25001,1.18175,0.130332,0.104264,0.02606748789548874,0.273643,1.50356,0.292589,0.648935,,,5.22165,-0.405785,-0.562992,999,,,,,,,186.9,2.67,205,2.9285714285714284,,,,,,,,,,,,,,,,,,,"Landon Tomkins","sa3022798",814280
"Luke Savage","TEX",2.27518,0,0,5.80054,70,0,0,0,,70,292.435,70.8605,49.2757,45.1153,10.7895,31.5617,0.888851,3.4715,35.1348,4.51733,4.05793,1.11321,1.38722,0.120145,0.107927,0.012218460440635681,0.275291,1.46317,0.284054,0.608662,,,5.63647,-0.405887,-0.582137,999,,,,,,,163.1,2.33,172,2.4571428571428573,,,,,,,,,,,,,,,,,,,"Luke Savage","sa3022943",694504
"Willian Suarez",,3.32413,0,0,4.87621,70,0,0,0,,70,313.967,64.9421,41.4235,37.9261,10.0715,41.1668,0.954297,3.96717,65.3233,8.39871,5.29287,1.5868,1.2949,0.208058,0.131118,0.07693959772586823,0.24157,1.51584,0.283659,0.703035,,,5.07348,-0.406039,-0.381926,999,,,,,,,221,3.157142857142857,215,3.0714285714285716,,,,,,,,,,,,,,,,,,,"Willian Suarez","sa916841",665980
"Jorger Petri","DET",3.14357,0,0,5.06296,70,0,0,0,,70,314.352,72.6551,43.0099,39.3786,10.0066,33.1551,0.955466,3.70623,50.535,6.49736,4.2628,1.5242,1.28656,0.160759,0.105471,0.05528808385133743,0.261829,1.51158,0.288771,0.684091,,,5.12941,-0.406181,-0.50197,999,,,,,,,196.2,2.8028571428571425,211,3.0142857142857142,,,,,,,,,,,,,,,,,,,"Jorger Petri","sa3018855",800423
"Osiel Rodriguez",,2.77851,0,0,5.23056,70,0,0,0,,70,293.023,66.2632,44.4337,40.6821,10.7602,31.8353,0.890638,3.48541,49.6376,6.38197,4.09311,1.5592,1.38345,0.169398,0.108644,0.06075369566679001,0.257131,1.40141,0.281306,0.646297,,,5.22899,-0.406249,-0.529045,999,,,,,,,206.1,2.9442857142857144,202,2.8857142857142857,,,,,,,,,,,,,,,,,,,"Osiel Rodriguez","sa3009991",682640
"Gabriel Jackson",,2.39207,0,0,5.876,70,0,0,0,,70,316.361,82.1116,49.9167,45.7022,9.85296,30.9515,0.961572,3.65027,26.5775,3.4171,3.97948,0.858681,1.26681,0.0840101,0.0978362,-0.013826094567775726,0.291425,1.61519,0.294539,0.636115,,,5.68855,-0.406279,-0.584279,999,,,,,,,130.8,1.8685714285714288,169,2.414285714285714,,,,,,,,,,,,,,,,,,,"Gabriel Jackson","sa3009463",682791
"Ray Gaither",,3.13292,0,0,5.05181,70,0,0,0,,70,312.201,71.1532,42.9152,39.2919,10.0984,33.8835,0.94893,3.71237,52.345,6.73007,4.35645,1.54485,1.29837,0.167664,0.108531,0.05913311988115311,0.259111,1.50052,0.287774,0.683413,,,5.12624,-0.406356,-0.504626,999,,,,,,,200.4,2.862857142857143,210,3,,,,,,,,,,,,,,,,,,,"Ray Gaither","sa3017270",668877
"Yorlin Calderon",,2.99478,0,0,5.19532,70,0,0,0,,70,312.268,75.591,44.1343,40.408,10.0142,29.4984,0.949131,3.56834,42.9203,5.51833,3.79265,1.45501,1.28754,0.137447,0.0944651,0.04298216849565506,0.270741,1.50128,0.289821,0.669325,,,5.18577,-0.40639,-0.538932,999,,,,,,,184.4,2.6342857142857143,207,2.9571428571428573,,,,,,,,,,,,,,,,,,,"Yorlin Calderon","sa3010371",683583
"Chandler Jozwiak",,2.56093,0,0,5.45186,70,0,0,0,,70,290.657,68.7928,46.3137,42.4034,9.9885,31.3072,0.883445,3.44833,40.5454,5.21298,4.02521,1.29508,1.28424,0.139496,0.107712,0.03178395330905914,0.268826,1.43,0.286337,0.624579,,,5.32123,-0.406433,-0.581854,999,,,,,,,195.6,2.794285714285714,200,2.857142857142857,,,,,,,,,,,,,,,,,,,"Chandler Jozwiak","sa3017307",685001
"Jacob Webb","BOS",3.21312,0,0,5.01024,70,0,0,0,,70,316.1,72.1942,42.5621,38.9685,10.3668,33.1743,0.960781,3.72139,52.9849,6.81234,4.26527,1.59717,1.33287,0.16762,0.104949,0.06267175823450089,0.258571,1.50526,0.286433,0.691282,,,5.12779,-0.406693,-0.51453,999,,,,,,,202.8,2.8971428571428572,215,3.0714285714285716,,,,,,,,,,,,,,,,,,,"Jacob Webb","sa3017547",701288
