Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",13.8565,0,0,2.45399,33,33,0,0,,198,765.643,145.455,58.9664,53.9879,18.1375,42.4451,2.32716,7.76395,241.199,10.9636,1.92932,5.68263,0.824431,0.315029,0.0554372,0.25959157198667526,0.20331,0.948989,0.279145,0.7934,,,2.65037,6.11788,6.95601,6.860000133514404,,,,,,,1198.8,6.054545454545455,1088,5.494949494949495,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.587,0,0,2.66472,33,33,0,0,,198,773.319,153.304,64.0299,58.6238,18.3523,43.5422,2.35049,7.86393,233.417,10.6099,1.97919,5.36071,0.834196,0.301838,0.0563056,0.24553221091628075,0.212358,0.994171,0.287043,0.776009,,,2.76122,5.83615,6.34092,10.260000228881836,,,,,,,1156,5.838383838383838,1066,5.383838383838384,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Garrett Crochet","BOS",13.9609,0,0,2.69441,33,33,0,0,,198,797.903,153.989,64.7433,59.277,19.7143,50.4087,2.42521,8.29468,247.454,11.2479,2.2913,4.90896,0.896104,0.310131,0.0631764,0.24695414304733276,0.208319,1.03231,0.284462,0.789911,,,2.81942,5.67269,6.21977,11.890000343322754,,,,,,,1138.8000000000002,5.751515151515153,1050,5.303030303030303,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Cristopher Sánchez","PHI",13.5679,0,0,2.97004,33,33,0,0,,198,805.688,169.345,71.3664,65.3409,15.6616,51.8638,2.44887,8.40736,201.603,9.16377,2.35745,3.88716,0.71189,0.250225,0.0643721,0.1858525425195694,0.227182,1.11722,0.290984,0.751909,,,3.04023,5.03747,5.50552,25.59000015258789,,,,,,,1053,5.318181818181818,1006,5.08080808080808,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",13.3425,0,0,3.13417,33,33,0,0,,198,810.431,177.183,75.3101,68.9517,17.1833,46.8876,2.46329,8.28272,197.602,8.9819,2.13125,4.21437,0.781061,0.243823,0.0578552,0.18596800044178963,0.234598,1.13167,0.296035,0.74375,,,3.10327,4.88995,5.04109,60.18000030517578,,,,,,,1026.9,5.1863636363636365,1000,5.05050505050505,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Zack Wheeler","PHI",13.1383,0,0,3.01367,33,33,0,0,,198,784.891,153.926,72.4148,66.3008,21.6803,54.1349,2.38566,8.30936,230.164,10.462,2.46068,4.25167,0.985466,0.293243,0.0689713,0.22427160292863846,0.213062,1.05081,0.281014,0.763307,,,3.17983,4.83464,5.38855,114.55000305175781,,,,,,,1068.1999999999998,5.394949494949494,978,4.9393939393939394,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Chase Burns","CIN",13.0481,0,0,3.06856,33,33,0,0,,198,785.424,154.779,73.7336,67.5082,21.7763,55.5197,2.38728,8.35946,232.737,10.579,2.52362,4.19197,0.989831,0.29632,0.0706876,0.2256326749920845,0.21451,1.06211,0.284782,0.759488,,,3.18188,4.81921,5.15633,98.51000213623047,,,,,,,1065.6,5.381818181818181,978,4.9393939393939394,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Chris Sale","ATL",13.4438,0,0,3.01186,33,33,0,0,,198,802.941,156.951,72.3712,66.2609,21.7064,57.0818,2.44052,8.55657,233.783,10.6265,2.59463,4.09557,0.986653,0.291158,0.0710909,0.22006706148386002,0.212872,1.08097,0.280699,0.771393,,,3.19338,4.79888,5.38855,39.0099983215332,,,,,,,1056.3999999999999,5.335353535353534,974,4.91919191919192,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Cole Ragans","KCR",13.731,0,0,3.0468,33,33,0,0,,198,824.053,155.004,73.2108,67.0296,21.635,70.6096,2.50469,9.17808,254.425,11.5648,3.20953,3.60327,0.983408,0.308749,0.0856858,0.22306283563375473,0.208264,1.13946,0.284851,0.780254,,,3.19457,4.78013,5.27215,46.279998779296875,,,,,,,1059.6,5.351515151515151,972,4.909090909090909,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Yoshinobu Yamamoto","LAD",12.8498,0,0,3.21108,33,33,0,0,,198,788.799,161.445,77.1582,70.6437,18.1983,62.2402,2.39754,8.60909,214.208,9.73674,2.8291,3.44164,0.827197,0.271562,0.078905,0.19265741854906082,0.224869,1.12972,0.295023,0.73926,,,3.23973,4.59816,4.81229,26.81999969482422,,,,,,,1040.1999999999998,5.253535353535352,971,4.904040404040404,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Hunter Greene","CIN",13.358,0,0,3.09985,33,33,0,0,,198,807.551,152.233,74.4855,68.1966,24.3567,62.6807,2.45454,8.77949,241.138,10.9608,2.84912,3.84708,1.10712,0.298603,0.0776182,0.22098515182733536,0.206813,1.08542,0.271732,0.776643,,,3.38131,4.42743,5.15633,65.66999816894531,,,,,,,1040.8,5.256565656565656,944,4.767676767676767,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Shohei Ohtani","LAD",12.8951,0,0,3.23566,33,33,0,0,,198,794.258,155.331,77.7489,71.1845,21.0466,67.0618,2.41413,8.81343,227.593,10.3451,3.04826,3.39378,0.956663,0.286548,0.0844333,0.2021145150065422,0.216223,1.1232,0.285868,0.749732,,,3.36769,4.33578,4.69873,1.2599999904632568,,,,,,,1031.9,5.2116161616161625,945,4.7727272727272725,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Max Fried","NYY",13.062,0,0,3.29479,33,33,0,0,,198,811.09,173.405,79.1696,72.4853,16.9939,59.3304,2.46529,8.69844,191.638,8.71083,2.69684,3.23002,0.772451,0.236273,0.073149,0.16312354058027267,0.233366,1.17543,0.29267,0.734962,,,3.3459,4.32077,4.58573,51.2599983215332,,,,,,,986.3000000000002,4.981313131313132,949,4.792929292929293,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Hunter Brown","HOU",12.9197,0,0,3.32923,33,33,0,0,,198,806.052,167.352,79.9972,73.243,19.6608,62.1996,2.44998,8.75116,209.48,9.5218,2.82725,3.36786,0.893674,0.259883,0.0771657,0.18271764367818832,0.227658,1.15935,0.291902,0.740272,,,3.38505,4.25724,4.47327,36.93000030517578,,,,,,,990,5,935,4.722222222222222,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Framber Valdez","DET",13.0044,0,0,3.35088,33,33,0,0,,198,813.751,174.03,80.5175,73.7194,15.5182,65.7601,2.47338,8.93255,190.077,8.63985,2.98909,2.89046,0.705374,0.233581,0.0808111,0.15276995301246643,0.235476,1.21106,0.297138,0.730392,,,3.36575,4.21331,4.36136,85.76000213623047,,,,,,,971.0000000000001,4.904040404040405,937,4.732323232323233,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Sonny Gray","BOS",12.9417,0,0,3.41512,33,33,0,0,,198,816.985,173.643,82.0611,75.1326,22.9375,54.2111,2.48321,8.57867,213.501,9.7046,2.46414,3.93833,1.04261,0.261328,0.0663551,0.19497301429510117,0.230236,1.15078,0.291073,0.744824,,,3.43591,4.18538,4.25,135.1999969482422,,,,,,,968.9000000000002,4.893434343434344,930,4.696969696969697,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Logan Gilbert","SEA",12.5598,0,0,3.43658,33,33,0,0,,198,795.21,169.61,82.5768,75.6048,24.5304,47.443,2.41702,8.17451,207.252,9.42056,2.1565,4.36844,1.11502,0.260626,0.059661,0.20096492394804955,0.229329,1.09623,0.285697,0.736007,,,3.49495,4.09782,4.13917,35.2400016784668,,,,,,,964.7,4.872222222222223,914,4.616161616161616,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Jesús Luzardo","PHI",13.0532,0,0,3.36927,33,33,0,0,,198,818.863,165.976,80.9594,74.124,23.0276,63.1324,2.48892,8.88841,220.715,10.0325,2.86965,3.49606,1.04671,0.269538,0.0770976,0.19244025647640228,0.222237,1.15711,0.284135,0.752523,,,3.50883,4.05848,4.36136,73.68000030517578,,,,,,,976.7000000000002,4.932828282828283,917,4.6313131313131315,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Tyler Glasnow","LAD",12.7036,0,0,3.41052,33,33,0,0,,198,801.45,159.313,81.9505,75.0313,20.6,72.9772,2.43599,9.06824,222.192,10.0997,3.31715,3.04468,0.936362,0.277238,0.0910565,0.18618148565292358,0.221451,1.17318,0.291039,0.73895,,,3.48641,4.04224,4.25,121.47000122070312,,,,,,,991.5000000000001,5.007575757575758,915,4.621212121212121,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Grayson Rodriguez","LAA",13.1618,0,0,3.40162,33,33,0,0,,198,829.342,172.176,81.7368,74.8357,22.8337,60.8034,2.52077,8.89873,216.7,9.85002,2.76379,3.56395,1.0379,0.261292,0.0733153,0.18797679990530014,0.226655,1.17666,0.287138,0.752405,,,3.50152,4.04082,4.25,261.7200012207031,,,,,,,959.1000000000001,4.843939393939395,915,4.621212121212121,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Jacob deGrom","TEX",12.1658,0,0,3.42423,33,33,0,0,,198,768.962,159.112,82.28,75.333,24.0009,51.3777,2.33724,8.08605,206.527,9.38759,2.33535,4.01978,1.09095,0.268579,0.0668143,0.20176468044519424,0.224259,1.06308,0.282086,0.724805,,,3.52579,4.02497,4.25,48.59000015258789,,,,,,,993.6,5.0181818181818185,915,4.621212121212121,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Spencer Schwellenbach","ATL",12.3157,0,0,3.49923,33,33,0,0,,198,786.469,174.412,84.0821,76.983,21.9459,44.5255,2.39046,8.00566,182.837,8.31078,2.02389,4.10634,0.997543,0.232479,0.0566145,0.17586415261030197,0.237639,1.10575,0.288132,0.716504,,,3.52512,3.96942,4.02888,690.719970703125,,,,,,,949.1999999999999,4.793939393939394,911,4.601010101010101,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"George Kirby","SEA",12.5815,0,0,3.58027,33,33,0,0,,198,812.406,186.179,86.0294,78.7659,23.92,38.4766,2.46929,8.02183,183.962,8.36189,1.74894,4.78112,1.08727,0.226441,0.0473614,0.17907916381955147,0.243083,1.13462,0.290773,0.725155,,,3.55197,3.96162,3.80988,66.58999633789062,,,,,,,916.4,4.6282828282828286,908,4.585858585858586,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Blake Snell","LAD",12.8619,0,0,3.37722,33,33,0,0,,198,807.745,152.157,81.1504,74.2988,19.6474,86.6801,2.45513,9.57236,233.711,10.6232,3.94,2.69625,0.893065,0.289338,0.107311,0.18202681839466095,0.213856,1.20625,0.289237,0.746161,,,3.52277,3.94638,4.36136,141.08999633789062,,,,,,,1001,5.055555555555555,907,4.58080808080808,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Bryan Woo","SEA",12.2579,0,0,3.48958,33,33,0,0,,198,781.75,171.138,83.8502,76.7707,24.8401,40.2449,2.37611,7.8253,189.828,8.62855,1.82932,4.71682,1.1291,0.242825,0.0514806,0.19134416058659554,0.233259,1.06759,0.281877,0.722128,,,3.57693,3.93034,4.02888,36.029998779296875,,,,,,,949.1,4.793434343434344,901,4.55050505050505,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Kyle Bradish","BAL",12.7384,0,0,3.53211,33,33,0,0,,198,817.132,173.109,84.8723,77.7065,21.1129,64.1096,2.48366,8.90624,207.007,9.40941,2.91407,3.22896,0.959677,0.253334,0.0784568,0.17487695068120956,0.232636,1.19807,0.294567,0.733631,,,3.53666,3.92412,3.91911,72.37000274658203,,,,,,,952.1000000000001,4.808585858585859,912,4.606060606060606,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Nathan Eovaldi","TEX",12.0716,0,0,3.60186,33,33,0,0,,198,781.785,173.507,86.5483,79.2409,20.2781,52.2867,2.37622,8.22262,181.463,8.24832,2.37667,3.47054,0.921733,0.232114,0.0668812,0.1652323454618454,0.240556,1.14037,0.294935,0.705382,,,3.55038,3.86966,3.70117,142.49000549316406,,,,,,,948.8000000000001,4.791919191919193,912,4.606060606060606,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Trey Yesavage","TOR",12.5763,0,0,3.49201,33,33,0,0,,198,802.318,157.239,83.9087,76.8243,23.2112,72.8936,2.43863,9.0727,224.802,10.2183,3.31334,3.08397,1.05505,0.28019,0.0908537,0.18933656811714172,0.21828,1.16228,0.283753,0.739861,,,3.63029,3.79173,4.02888,153.32000732421875,,,,,,,978.1000000000001,4.939898989898991,895,4.52020202020202,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Travis Sykora","WSN",11.7063,0,0,3.62211,33,33,0,0,,198,760.23,153.27,87.0349,79.6865,21.636,69.3196,2.3107,8.60501,211.122,9.59644,3.15089,3.04563,0.983453,0.277708,0.0911824,0.1865253821015358,0.224635,1.12419,0.292814,0.704915,,,3.60381,3.78079,3.70117,999,,,,,,,984.8,4.973737373737373,892,4.505050505050505,,,,,,,,,,,,,,,,,,,"Travis Sykora","sa3023557",805809
"Emmet Sheehan","LAD",12.3238,0,0,3.59193,33,33,0,0,,198,797.038,161.975,86.3096,79.0224,25.7974,62.1193,2.42258,8.67358,223.374,10.1534,2.8236,3.5959,1.17261,0.280256,0.0779377,0.2023181915283203,0.223031,1.13179,0.285444,0.732984,,,3.64522,3.7774,3.80988,114.87999725341797,,,,,,,957.2,4.834343434343435,885,4.46969696969697,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Gerrit Cole","NYY",12.2564,0,0,3.55317,33,33,0,0,,198,788.486,165.709,85.3782,78.1697,24.0692,55.4952,2.39659,8.3841,202.934,9.22425,2.52251,3.65678,1.09405,0.257371,0.0703819,0.1869892105460167,0.228688,1.11719,0.284643,0.724377,,,3.63347,3.77303,3.91911,253.11000061035156,,,,,,,955.4,4.825252525252525,895,4.52020202020202,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Dylan Cease","TOR",13.2805,0,0,3.43287,33,33,0,0,,198,840.41,162.042,82.4876,75.5231,23.7547,78.8007,2.55441,9.5841,237.286,10.7857,3.58185,3.01121,1.07976,0.282345,0.0937647,0.1885804906487465,0.215474,1.21638,0.281653,0.762841,,,3.63713,3.76548,4.25,76.26000213623047,,,,,,,955.8,4.827272727272727,885,4.46969696969697,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Jonah Tong","NYM",12.5753,0,0,3.59493,33,33,0,0,,198,813.631,163.385,86.3817,79.0884,20.9389,79.3083,2.47302,9.37824,219.494,9.97702,3.60492,2.76761,0.951766,0.269771,0.0974746,0.17229684442281723,0.225376,1.22572,0.293999,0.732554,,,3.63653,3.67886,3.80988,619.2100219726562,,,,,,,957.1000000000001,4.833838383838384,891,4.5,,,,,,,,,,,,,,,,,,,"Jonah Tong","32157",804636
"Grant Taylor","CHW",12.2213,0,0,3.76225,33,33,0,0,,198,809.038,173.611,90.4021,82.7694,20.4079,71.555,2.45905,9.08443,204.6,9.30001,3.2525,2.85934,0.927634,0.252893,0.0884445,0.1644488126039505,0.238346,1.23821,0.304343,0.714532,,,3.63019,3.66136,3.37813,503.8599853515625,,,,,,,933.8000000000001,4.716161616161616,897,4.53030303030303,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
"Joe Ryan","MIN",12.3823,0,0,3.59168,33,33,0,0,,198,800.794,169.001,86.3035,79.0169,28.5857,47.3316,2.434,8.21725,210.345,9.56115,2.15143,4.44408,1.29935,0.262671,0.0591058,0.20356526598334312,0.226772,1.09259,0.277328,0.737491,,,3.72892,3.63753,3.80988,79.70999908447266,,,,,,,924.1,4.667171717171717,868,4.383838383838384,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Pablo López","MIN",12.4881,0,0,3.71246,33,33,0,0,,198,821.088,182.901,89.2058,81.6741,24.4302,51.6373,2.49568,8.52792,193.915,8.81432,2.34715,3.75533,1.11046,0.236168,0.0628888,0.17327939718961716,0.240368,1.18454,0.292071,0.725444,,,3.69199,3.61884,3.4853,649.760009765625,,,,,,,899.2,4.541414141414141,883,4.459595959595959,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Corbin Burnes","ARI",12.358,0,0,3.65278,33,33,0,0,,198,805.929,172.257,87.7718,80.3611,21.2458,64.2362,2.44961,8.81729,192.042,8.72919,2.91983,2.98962,0.965717,0.238287,0.0797046,0.15858203172683716,0.235043,1.19441,0.290637,0.719333,,,3.69711,3.54905,3.59297,734.5700073242188,,,,,,,924.7,4.67020202020202,882,4.454545454545454,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Nick Lodolo","CIN",12.755,0,0,3.67229,33,33,0,0,,198,834.041,182.201,88.2407,80.7905,25.5435,53.6217,2.53505,8.70101,199.227,9.05577,2.43735,3.71542,1.16107,0.23887,0.0642915,0.17457807809114456,0.236098,1.19103,0.286422,0.737683,,,3.74413,3.52439,3.59297,124.77999877929688,,,,,,,881.2,4.4505050505050505,861,4.348484848484849,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Kris Bubic","KCR",12.2652,0,0,3.79753,33,33,0,0,,198,815.877,180.785,91.2499,83.5457,21.6167,62.3345,2.47984,8.83728,189.296,8.60434,2.83339,3.03677,0.982575,0.232015,0.0764019,0.1556130200624466,0.24276,1.22787,0.298183,0.713484,,,3.7207,3.49227,3.27147,200.1999969482422,,,,,,,888.9999999999999,4.48989898989899,869,4.388888888888889,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"José Soriano","LAA",12.8375,0,0,3.71593,33,33,0,0,,198,844.466,184.364,89.2893,81.7506,14.0636,83.3984,2.56674,9.76941,179.163,8.14377,3.79084,2.14828,0.639253,0.212161,0.0987587,0.1134025827050209,0.245394,1.35233,0.305159,0.719437,,,3.66041,3.46868,3.4853,342.95001220703125,,,,,,,893.6,4.513131313131313,887,4.47979797979798,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Drew Rasmussen","TBR",11.7576,0,0,3.78827,33,33,0,0,,198,781.123,175.181,91.0273,83.3418,20.8034,55.098,2.37421,8.3098,170.283,7.74014,2.50446,3.09055,0.94561,0.217998,0.070537,0.14746079593896866,0.244081,1.16302,0.293142,0.692263,,,3.74171,3.44288,3.27147,144.33999633789062,,,,,,,902.9000000000001,4.56010101010101,868,4.383838383838384,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Ranger Suarez","BOS",12.3826,0,0,3.79235,33,33,0,0,,198,823.1,185.001,91.1256,83.4318,21.855,58.1868,2.5018,8.76057,181.705,8.25932,2.64485,3.12279,0.993407,0.220757,0.0706923,0.15006472915410995,0.244661,1.22822,0.295238,0.715281,,,3.74901,3.43785,3.27147,180.00999450683594,,,,,,,876.5999999999999,4.427272727272727,867,4.378787878787879,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Justin Steele","CHC",12.4267,0,0,3.75666,33,33,0,0,,198,822.006,183.391,90.268,82.6466,24.0984,53.1912,2.49847,8.58678,185.6,8.43635,2.41778,3.48929,1.09538,0.225789,0.064709,0.16107957065105438,0.241231,1.19486,0.289344,0.721313,,,3.77864,3.41914,3.37813,533.010009765625,,,,,,,880.2,4.445454545454545,864,4.363636363636363,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Shane Bieber","TOR",11.7206,0,0,3.91474,33,33,0,0,,198,792.261,183.126,94.0664,86.1244,22.5654,51.0505,2.40806,8.26894,174.437,7.92897,2.32048,3.41695,1.0257,0.220177,0.0644365,0.15574007481336594,0.249851,1.18271,0.299587,0.691611,,,3.75349,3.41062,2.95451,304.04998779296875,,,,,,,877.5000000000002,4.4318181818181825,862,4.353535353535354,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Alejandro Rosario","WSN",11.7418,0,0,3.84921,33,33,0,0,,198,786.606,176.809,92.4917,84.6826,22.9452,53.7313,2.39087,8.31032,180.816,8.21889,2.44233,3.36518,1.04296,0.229868,0.0683078,0.16156024485826492,0.244021,1.16435,0.295435,0.69575,,,3.75524,3.40682,3.16532,999,,,,,,,898.1000000000001,4.535858585858587,867,4.378787878787879,,,,,,,,,,,,,,,,,,,"Alejandro Rosario","sa3023538",691730
"Connelly Early","BOS",12.5953,0,0,3.77717,33,33,0,0,,198,835.505,180.904,90.7607,83.0977,21.6954,69.8193,2.5395,9.24722,197.955,8.99795,3.1736,2.83525,0.986152,0.236928,0.0835654,0.15336304157972336,0.239153,1.26628,0.296595,0.725949,,,3.75801,3.40535,3.27147,267.45001220703125,,,,,,,882.9999999999999,4.459595959595959,863,4.358585858585859,,,,,,,,,,,,,,,,,,,"Connelly Early","33666",813349
"Kevin Gausman","TOR",12.2615,0,0,3.73027,33,33,0,0,,198,808.159,172.479,89.6337,82.0658,24.502,60.3011,2.45638,8.70608,194.449,8.83858,2.74096,3.22463,1.11373,0.240607,0.0746154,0.16599158197641373,0.233347,1.17566,0.284461,0.721223,,,3.82529,3.34385,3.37813,118.33000183105469,,,,,,,891.5,4.502525252525253,846,4.2727272727272725,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Braxton Garrett","MIA",12.0663,0,0,3.98651,33,33,0,0,,198,823.687,197.024,95.791,87.7033,24.5903,44.2955,2.50358,8.30746,172.766,7.853,2.01343,3.9003,1.11774,0.209747,0.0537771,0.15596983954310417,0.255516,1.21879,0.30055,0.7034,,,3.80155,3.32148,2.74568,507.04998779296875,,,,,,,835.5,4.21969696969697,855,4.318181818181818,,,,,,,,,,,,,,,,,,,"Braxton Garrett","21844",666129
"Jack Flaherty","DET",12.6491,0,0,3.75889,33,33,0,0,,198,836.975,175.414,90.3214,82.6956,25.7172,67.9634,2.54397,9.19825,215.022,9.77373,3.08925,3.16379,1.16897,0.256904,0.0812012,0.17570244520902634,0.230865,1.22918,0.288392,0.73807,,,3.82082,3.31867,3.37813,216.2899932861328,,,,,,,889.4000000000001,4.491919191919193,851,4.297979797979798,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Payton Tolle","BOS",12.2284,0,0,3.75078,33,33,0,0,,198,808.239,168.686,90.1267,82.5172,27.1073,60.7107,2.45663,8.72025,208.884,9.49475,2.75958,3.44065,1.23215,0.258444,0.0751148,0.1833292618393898,0.228322,1.15857,0.281571,0.727462,,,3.85695,3.31534,3.37813,675.2100219726562,,,,,,,901.6999999999999,4.5540404040404034,847,4.277777777777778,,,,,,,,,,,,,,,,,,,"Payton Tolle","35466",801139
"Nolan McLean","NYM",12.2504,0,0,3.79038,33,33,0,0,,198,814.096,176.876,91.0782,83.3884,19.7913,70.1219,2.47443,9.07923,182.826,8.31028,3.18736,2.60726,0.899606,0.224576,0.0861346,0.13844100385904312,0.240682,1.24746,0.295118,0.71102,,,3.78786,3.29873,3.27147,89.62999725341797,,,,,,,888,4.484848484848484,859,4.338383838383838,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"MacKenzie Gore","TEX",12.8975,0,0,3.76296,33,33,0,0,,198,853.885,175.779,90.4193,82.7851,25.7136,75.0816,2.59537,9.57351,223.249,10.1477,3.4128,2.97342,1.1688,0.261451,0.0879294,0.17352137714624405,0.228513,1.26697,0.288439,0.74672,,,3.85102,3.26088,3.37813,163.38999938964844,,,,,,,878.8000000000001,4.438383838383839,843,4.257575757575758,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Eury Pérez","MIA",12.2739,0,0,3.72241,33,33,0,0,,198,808.109,165.738,89.445,81.8931,28.8369,59.2445,2.45623,8.67083,212.356,9.65254,2.69293,3.5844,1.31077,0.262781,0.0733125,0.18946880847215652,0.223912,1.13628,0.274351,0.73418,,,3.91248,3.24374,3.4853,82.55000305175781,,,,,,,896.9,4.52979797979798,833,4.207070707070707,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Jared Jones","PIT",12.4787,0,0,3.80011,33,33,0,0,,198,830.368,179.168,91.3118,83.6023,26.6106,59.1621,2.52389,8.85315,201.645,9.16568,2.68919,3.40835,1.20957,0.242838,0.071248,0.17159007489681244,0.23502,1.20369,0.285636,0.73116,,,3.87602,3.23772,3.27147,701.6199951171875,,,,,,,867.6999999999999,4.382323232323232,839,4.237373737373737,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Spencer Strider","ATL",12.5661,0,0,3.80292,33,33,0,0,,198,836.508,172.742,91.3794,83.6642,27.3151,69.397,2.54255,9.24164,221.288,10.0585,3.15441,3.18873,1.2416,0.264538,0.0829604,0.18157744407653809,0.227931,1.22292,0.285561,0.739388,,,3.88482,3.23456,3.27147,105.98999786376953,,,,,,,891.3,4.501515151515151,847,4.277777777777778,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Robby Snelling","MIA",12.1514,0,0,3.92021,33,33,0,0,,198,821.997,187.423,94.1979,86.2447,23.8583,54.8911,2.49845,8.64275,177.535,8.06977,2.49505,3.23431,1.08447,0.21598,0.0667777,0.1492021232843399,0.247109,1.22381,0.293616,0.708987,,,3.87094,3.18697,2.95451,999,,,,,,,847.8,4.281818181818181,842,4.252525252525253,,,,,,,,,,,,,,,,,,,"Robby Snelling","sa3020707",702281
"Zebby Matthews","MIN",12.4436,0,0,3.89351,33,33,0,0,,198,838.69,190.598,93.5563,85.6573,28.1947,47.5432,2.54918,8.53925,191.372,8.69874,2.16105,4.02523,1.28158,0.22818,0.0566874,0.1714925318956375,0.243542,1.20273,0.28844,0.727769,,,3.90299,3.18611,2.95451,294.1300048828125,,,,,,,835.2000000000002,4.218181818181819,837,4.2272727272727275,,,,,,,,,,,,,,,,,,,"Zebby Matthews","31827",805673
"Joe Musgrove","SDP",12.1558,0,0,3.88539,33,33,0,0,,198,818.38,183.714,93.361,85.4785,26.0588,52.0646,2.48745,8.51949,184.454,8.38428,2.36657,3.54279,1.18449,0.225389,0.0636191,0.16177022457122803,0.242431,1.1908,0.288068,0.714602,,,3.90083,3.169,3.05967,216.6999969482422,,,,,,,852.0000000000001,4.303030303030304,837,4.2272727272727275,,,,,,,,,,,,,,,,,,,"Joe Musgrove","12970",605397
"Edward Cabrera","CHC",12.7585,0,0,3.7731,33,33,0,0,,198,845.855,172.891,90.663,83.0083,22.8118,82.7045,2.57096,9.75808,214.551,9.75231,3.75929,2.59419,1.0369,0.25365,0.0977762,0.15587352216243744,0.229483,1.29089,0.290835,0.737429,,,3.86665,3.1664,3.27147,179.4600067138672,,,,,,,883.5000000000002,4.462121212121214,842,4.252525252525253,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Brandon Walter","HOU",11.6878,0,0,4.04489,33,33,0,0,,198,804.266,191.489,97.1936,88.9875,24.9634,44.1783,2.44455,8.14216,166.102,7.55007,2.0081,3.7598,1.1347,0.206526,0.0549299,0.15159564837813377,0.254658,1.19024,0.2969,0.68989,,,3.88909,3.13822,2.642,999,,,,,,,837.1,4.227777777777778,841,4.247474747474747,,,,,,,,,,,,,,,,,,,"Brandon Walter","26056",687888
