Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Colson Montgomery","CHW","ST",24,14,46,48,9,6,0,0,3,7,4,2,0,16,0,0,0,1,0,0,0.195652173,"Colson Montgomery","29712",695657
"Hunter Goodman","COL","ST",26,14,40,46,7,4,1,0,2,3,11,3,0,9,1,2,0,1,0,0,0.175,"Hunter Goodman","29715",696100
"Max Muncy","ATH","ST",23,18,44,51,17,8,5,0,4,13,11,7,0,11,0,0,0,2,1,0,0.386363636,"Max Muncy","29779",691777
"Kyle Manzardo","CLE","ST",25,15,43,47,6,4,0,0,2,8,10,4,0,17,0,0,0,0,0,0,0.139534883,"Kyle Manzardo","29794",700932
"Jordan Lawlar","ARI","ST",23,13,41,50,12,7,1,0,4,9,5,9,0,13,0,0,0,0,1,1,0.292682926,"Jordan Lawlar","29976",691783
"Brady House","WSN","ST",23,13,36,39,16,7,6,0,3,5,11,1,0,10,1,1,0,1,0,0,0.444444444,"Brady House","29993",691781
"Daylen Lile","WSN","ST",23,13,38,40,7,3,2,0,2,3,7,1,0,11,0,1,0,1,0,0,0.184210526,"Daylen Lile","29995",695734
"Heston Kjerstad","BAL","ST",27,13,41,42,8,4,2,0,2,4,4,1,0,11,0,0,0,1,0,0,0.195121951,"Heston Kjerstad","31166",677008
"Zach Neto","LAA","ST",25,14,34,42,8,1,6,0,1,5,5,5,0,11,1,2,0,0,2,1,0.235294117,"Zach Neto","31347",687263
"Victor Scott II","STL","ST",25,14,31,43,5,3,2,0,0,3,3,5,0,9,3,2,2,0,5,1,0.161290322,"Victor Scott II","31349",687363
"Nathan Church","STL","ST",25,14,32,39,10,7,2,0,1,5,4,5,0,5,2,0,0,1,2,0,0.3125,"Nathan Church","31357",701675
"Dalton Rushing","LAD","ST",25,14,38,44,7,4,0,0,3,8,6,4,0,14,1,1,0,3,0,0,0.184210526,"Dalton Rushing","31382",687221
"Jordan Beck","COL","ST",25,15,43,50,14,5,7,0,2,7,4,7,0,14,0,0,0,1,1,2,0.325581395,"Jordan Beck","31431",687597
"Jace Jung","DET","ST",25,17,34,40,10,8,1,1,0,5,5,5,0,4,1,0,0,2,0,0,0.294117647,"Jace Jung","31437",690291
"Wade Meckler","LAA","ST",26,17,31,39,6,5,0,1,0,4,3,6,0,6,1,1,0,0,2,1,0.193548387,"Wade Meckler","31490",685133
"Ryan Ritter","COL","ST",25,19,49,53,16,10,4,0,2,11,8,4,0,16,0,0,0,1,3,1,0.326530612,"Ryan Ritter","31500",690022
"Sal Stewart","CIN","ST",22,15,36,45,12,7,2,0,3,8,7,9,0,7,0,0,0,1,4,0,0.333333333,"Sal Stewart","31505",701398
"Drake Baldwin","ATL","ST",25,10,33,35,10,4,2,2,2,4,9,2,0,7,0,0,0,1,0,0,0.303030303,"Drake Baldwin","31539",686948
"Alan Roden","MIN","ST",26,13,39,43,13,11,1,0,1,4,7,4,0,7,0,0,0,0,2,0,0.333333333,"Alan Roden","31564",702176
"Chase Meidroth","CHW","ST",24,16,45,57,12,7,3,1,1,6,6,10,0,7,2,0,0,0,3,2,0.266666666,"Chase Meidroth","31580",805367
"Zach Cole","HOU","ST",25,14,34,44,6,4,0,0,2,4,5,8,0,17,1,1,0,1,5,2,0.176470588,"Zach Cole","31583",805904
"Brooks Lee","MIN","ST",25,15,43,47,12,9,2,1,0,4,2,3,0,7,1,0,0,0,2,1,0.279069767,"Brooks Lee","31595",686797
"Alex Freeland","LAD","ST",24,17,39,52,4,2,2,0,0,2,5,11,0,10,0,2,0,0,0,0,0.102564102,"Alex Freeland","31665",690976
"Cole Young","SEA","ST",22,16,47,52,12,5,3,0,4,6,13,5,0,14,0,0,0,2,3,0,0.255319148,"Cole Young","31680",702284
"Dylan Beavers","BAL","ST",24,11,33,34,7,1,4,1,1,4,2,1,0,10,0,0,0,1,0,0,0.212121212,"Dylan Beavers","31695",687637
"Otto Kemp","PHI","ST",26,16,44,50,11,3,4,0,4,11,13,5,0,16,1,0,0,2,0,0,0.25,"Otto Kemp","31792",805249
"Rhylan Thomas","SEA","ST",26,19,37,43,18,12,3,1,2,6,8,5,0,3,0,1,0,2,1,0,0.486486486,"Rhylan Thomas","31793",689041
"Colby Thomas","ATH","ST",25,18,41,42,10,6,2,0,2,7,8,1,0,9,0,0,0,1,0,0,0.243902439,"Colby Thomas","31855",687515
"Nolan Schanuel","LAA","ST",24,13,31,38,8,6,1,1,0,5,1,5,0,4,2,0,0,0,1,0,0.258064516,"Nolan Schanuel","33189",694384
"Ben Williamson","TBR","ST",25,15,38,42,13,10,1,0,2,5,9,4,0,7,0,0,0,0,2,1,0.342105263,"Ben Williamson","33197",810938
"Kyle Karros","COL","ST",23,13,36,39,15,11,1,1,2,10,8,2,0,8,1,0,0,1,3,0,0.416666666,"Kyle Karros","33252",691720
"Jacob Wilson","ATH","ST",24,15,38,42,8,6,1,0,1,3,5,3,0,4,0,1,0,2,1,0,0.210526315,"Jacob Wilson","33266",805779
"Brice Matthews","HOU","ST",24,14,33,39,9,5,3,0,1,6,10,6,0,11,0,0,0,0,7,0,0.272727272,"Brice Matthews","33280",694728
"Luke Keaschall","MIN","ST",23,15,44,47,16,7,5,2,2,8,9,1,0,2,2,0,0,0,2,0,0.363636363,"Luke Keaschall","33321",807712
"Matt Shaw","CHC","ST",24,16,39,47,14,10,3,0,1,6,3,6,0,6,1,1,0,0,6,0,0.358974358,"Matt Shaw","33322",807713
"Wyatt Langford","TEX","ST",24,13,33,39,15,7,3,0,5,10,15,6,0,4,0,0,0,0,0,0,0.454545454,"Wyatt Langford","33333",694671
"Bryce Eldridge","SFG","ST",21,19,40,50,9,3,4,1,1,8,6,9,0,19,1,0,0,0,0,0,0.225,"Bryce Eldridge","33390",805811
"Dylan Crews","WSN","ST",24,12,29,34,3,3,0,0,0,4,2,4,0,11,0,1,0,1,1,0,0.103448275,"Dylan Crews","33541",686611
"Kristian Campbell","BOS","ST",24,17,40,45,9,6,2,0,1,5,4,2,0,11,3,0,0,2,0,1,0.225,"Kristian Campbell","33644",692225
"CJ Kayfus","CLE","ST",24,14,31,38,6,2,1,1,2,6,3,7,0,10,0,0,0,2,0,0,0.193548387,"CJ Kayfus","33704",692216
"Christian Moore","LAA","ST",23,14,40,43,7,6,0,0,1,2,3,3,0,11,0,0,0,4,1,0,0.175,"Christian Moore","34979",695681
"Cam Smith","HOU","ST",23,14,36,41,10,4,5,0,1,3,3,5,0,12,0,0,0,1,0,1,0.277777777,"Cam Smith","35108",701358
"Nick Kurtz","ATH","ST",23,18,47,57,10,4,3,0,3,9,6,9,0,13,1,0,0,1,0,0,0.212765957,"Nick Kurtz","35110",701762
"Freddie Freeman","LAD","ST",36,12,28,34,12,8,3,0,1,6,10,5,0,2,0,1,0,0,0,0,0.428571428,"Freddie Freeman","5361",518692
"Jose Altuve","HOU","ST",36,12,34,36,4,3,0,0,1,1,1,2,0,12,0,0,0,1,1,0,0.117647058,"Jose Altuve","5417",514888
"Miguel Rojas","LAD","ST",37,14,39,42,13,11,1,0,1,7,5,2,0,7,0,1,0,0,2,0,0.333333333,"Miguel Rojas","7802",500743
"Rafael Lantigua","TOR","ST",28,19,30,35,11,10,1,0,0,6,2,5,0,7,0,0,0,1,3,0,0.366666666,"Rafael Lantigua","sa3003219",672463
"Carlos Rodríguez","SDP","ST",25,19,32,37,10,8,1,1,0,5,2,5,0,6,0,0,0,0,0,1,0.3125,"Carlos Rodriguez","sa3005478",677578
"Raynel Delgado","TBR","ST",26,17,35,39,8,6,1,1,0,3,6,2,0,8,2,0,0,0,1,0,0.228571428,"Raynel Delgado","sa3007288",669384
"Ramon Mendoza","STL","ST",25,21,29,36,8,5,1,0,2,8,3,6,0,10,1,0,0,0,0,0,0.275862068,"Ramon Mendoza","sa3007513",680636
"Nick Schnell","SDP","ST",26,22,32,35,8,1,2,1,4,6,7,3,0,12,0,0,0,0,1,0,0.25,"Nick Schnell","sa3007639",678010
"Brennen Davis","SEA","ST",26,15,34,40,12,4,4,0,4,7,6,5,0,11,1,0,0,1,0,0,0.352941176,"Brennen Davis","sa3007876",680695
"Victor Bericoto","SFG","ST",24,19,38,40,18,12,3,0,3,8,14,1,0,7,0,1,0,0,0,0,0.47368421,"Victor Bericoto","sa3008767",682674
"Jesus Rodriguez","SFG","ST",24,15,34,37,12,7,4,0,1,4,4,3,0,5,0,0,0,0,2,0,0.352941176,"Jesus Rodriguez","sa3008916",683679
"Christian Cairo","PHI","ST",25,16,30,34,6,5,0,0,1,5,3,3,0,10,1,0,0,2,1,1,0.2,"Christian Cairo","sa3010028",686551
"Jake Holton","SFG","ST",28,19,34,37,9,7,1,0,1,3,8,1,0,7,1,1,0,2,0,0,0.264705882,"Jake Holton","sa3010599",687724
"Jase Bowen","SDP","ST",25,21,46,49,14,5,5,0,4,13,11,2,0,13,1,0,0,0,6,1,0.304347826,"Jase Bowen","sa3011267",687749
"Trei Cruz","DET","ST",27,17,36,39,10,8,2,0,0,1,2,3,0,4,0,0,0,0,2,1,0.277777777,"Trei Cruz","sa3014420",669360
"A.J. Vukovich","ARI","ST",24,15,36,41,5,2,0,0,3,7,8,4,0,8,1,0,0,3,0,0,0.138888888,"A.J. Vukovich","sa3014525",691021
"Blaze Jordan","STL","ST",23,17,34,37,4,2,1,0,1,2,2,3,0,10,0,0,0,0,0,0,0.117647058,"Blaze Jordan","sa3014537",691458
"Felix Reyes","PHI","ST",25,18,33,34,10,6,1,0,3,5,11,1,0,3,0,0,0,2,1,0,0.303030303,"Felix Reyes","sa3015688",694025
"Pedro Ramirez","CHC","ST",22,14,28,35,10,7,1,0,2,5,11,4,0,1,1,2,0,1,5,2,0.357142857,"Pedro Ramirez","sa3015834",699393
"Allan Castro","BOS","ST",23,20,38,41,10,7,2,0,1,7,7,3,0,7,0,0,0,0,3,0,0.263157894,"Allan Castro","sa3016084",691369
"Tyler McDonough","BOS","ST",27,19,26,32,8,7,0,0,1,3,2,5,0,9,1,0,0,0,3,0,0.307692307,"Tyler McDonough","sa3016869",694812
"Riley Tirotta","TOR","ST",27,20,31,37,7,2,4,0,1,5,2,5,0,12,1,0,0,0,0,0,0.225806451,"Riley Tirotta","sa3017078",694661
"Peyton Wilson","KCR","ST",26,18,29,38,7,4,0,0,3,9,8,7,0,11,0,2,0,0,3,0,0.24137931,"Peyton Wilson","sa3017110",686523
"Cameron Cauley","TEX","ST",23,17,39,42,11,5,5,0,1,11,3,3,0,7,0,0,0,2,2,1,0.282051282,"Cameron Cauley","sa3017167",695508
"BJ Murray","CHC","ST",26,15,30,38,8,4,4,0,0,8,2,8,0,9,0,0,0,0,1,0,0.266666666,"BJ Murray","sa3017287",681230
"James Triantos","CHC","ST",23,15,32,39,7,6,1,0,0,4,4,7,0,5,0,0,0,0,4,0,0.21875,"James Triantos","sa3017295",701649
"TJ Rumfield","COL","ST",26,19,44,52,13,9,0,0,4,7,11,5,0,1,2,1,0,0,0,0,0.295454545,"TJ Rumfield","sa3017330",681198
"Braiden Ward","BOS","ST",27,22,42,51,16,13,3,0,0,10,6,6,0,11,3,0,0,0,19,3,0.38095238,"Braiden Ward","sa3017332",685274
"Nathan Hickey","BOS","ST",26,16,28,33,4,2,0,0,2,4,5,5,0,10,0,0,0,0,0,1,0.142857142,"Nathan Hickey","sa3017398",687208
"Noah Miller","LAD","ST",23,21,37,43,10,7,2,0,1,5,5,6,0,12,0,0,0,1,0,0,0.27027027,"Noah Miller","sa3017512",695653
"Luis Lara","MIL","ST",21,19,41,47,11,8,3,0,0,6,5,5,0,13,1,0,0,1,0,2,0.268292682,"Luis Lara","sa3018514",800325
"Jefferson Rojas","CHC","ST",21,18,44,47,10,3,4,0,3,7,10,3,0,12,0,0,0,4,0,0,0.227272727,"Jefferson Rojas","sa3018571",800473
"William Bergolla Jr.","CHW","ST",21,16,35,37,11,9,2,0,0,4,4,2,0,2,0,0,0,0,3,0,0.314285714,"William Bergolla Jr.","sa3019777",703151
"Jacob Berry","MIA","ST",25,13,25,32,1,1,0,0,0,1,1,7,0,7,0,0,0,1,0,1,0.04,"Jacob Berry","sa3019825",694351
"Brody Moore","STL","ST",25,21,32,34,5,4,1,0,0,1,1,0,0,5,1,0,1,1,0,0,0.15625,"Brody Moore","sa3019839",690914
"Gavin Cross","KCR","ST",25,16,35,37,10,7,1,0,2,4,7,2,0,14,0,0,0,0,0,0,0.285714285,"Gavin Cross","sa3019985",688457
"Daniel Susac","SFG","ST",25,15,36,39,12,8,2,0,2,5,3,3,0,9,0,0,0,0,0,0,0.333333333,"Daniel Susac","sa3019997",691740
"Henry Bolte","ATH","ST",22,16,40,43,15,9,3,0,3,8,8,3,0,10,0,0,0,1,2,0,0.375,"Henry Bolte","sa3020006",703607
"Josh Kasevich","TOR","ST",25,19,33,37,9,6,2,0,1,4,4,3,0,2,1,0,0,1,2,0,0.272727272,"Josh Kasevich","sa3020203",688460
"Justin Crawford","PHI","ST",22,15,44,47,12,9,3,0,0,9,2,2,0,8,1,0,0,0,3,1,0.272727272,"Justin Crawford","sa3020240",702222
"Brock Rodden","SEA","ST",26,20,36,41,13,9,1,1,2,4,6,5,0,8,0,0,0,1,2,0,0.361111111,"Brock Rodden","sa3022432",801126
"Max Anderson","DET","ST",24,17,32,33,10,7,3,0,0,5,4,1,0,6,0,0,0,2,0,0,0.3125,"Max Anderson","sa3022567",801194
"Zyhir Hope","LAD","ST",21,21,38,41,7,5,2,0,0,7,6,3,0,13,0,0,0,1,0,0,0.184210526,"Zyhir Hope","sa3022703",814307
"Charles McAdoo","TOR","ST",24,18,30,33,6,3,2,0,1,3,4,3,0,5,0,0,0,0,1,0,0.2,"Charles McAdoo","sa3022823",807727
"Cooper Pratt","MIL","ST",21,16,32,40,10,10,0,0,0,9,4,6,0,11,1,1,0,1,2,0,0.3125,"Cooper Pratt","sa3022867",806198
"LuJames Groover","ARI","ST",24,14,41,42,14,8,5,0,1,6,7,1,0,11,0,0,0,2,0,0,0.341463414,"LuJames Groover","sa3022887",694410
"Kevin McGonigle","DET","ST",21,17,35,47,9,4,2,1,2,8,6,11,0,7,1,0,0,0,2,0,0.257142857,"Kevin McGonigle","sa3022895",805808
"Colt Emerson","SEA","ST",20,18,41,47,11,7,1,1,2,9,8,5,0,10,0,1,0,1,1,1,0.268292682,"Colt Emerson","sa3022923",806068
"George Lombard Jr.","NYY","ST",21,12,28,34,5,2,1,1,1,5,6,6,0,13,0,0,0,0,2,1,0.178571428,"George Lombard Jr.","sa3023233",806146
"Leo De Vries","ATH","ST",19,17,44,47,18,12,3,0,3,8,11,3,0,10,0,0,0,0,3,1,0.409090909,"Leo De Vries","sa3023363",815888
"JJ Wetherholt","STL","ST",23,13,28,37,6,4,0,0,2,6,6,8,0,6,1,0,0,0,2,0,0.214285714,"JJ Wetherholt","sa3025154",802139
"Zach Ehrhard","LAD","ST",23,20,49,54,16,8,5,3,0,9,8,4,0,10,1,0,0,0,4,0,0.326530612,"Zach Ehrhard","sa3025247",701394
"Charlie Condon","COL","ST",23,20,39,46,15,8,4,0,3,6,9,5,0,9,1,1,0,1,0,1,0.384615384,"Charlie Condon","sa3025257",809707
"Ryan Waldschmidt","ARI","ST",23,12,39,41,10,5,4,0,1,7,6,2,0,12,0,0,0,0,1,0,0.256410256,"Ryan Waldschmidt","sa3025261",814439
"Sean Keys","TOR","ST",23,18,29,34,6,3,2,0,1,4,2,4,0,10,1,0,0,2,0,0,0.206896551,"Sean Keys","sa3025317",815873
"James Tibbs III","LAD","ST",23,20,43,51,14,7,3,1,3,7,10,6,0,20,0,2,0,0,0,1,0.325581395,"James Tibbs III","sa3025333",696486
"Tommy White","ATH","ST",23,17,34,37,15,9,2,0,4,8,15,2,0,5,0,1,0,1,0,0,0.44117647,"Tommy White","sa3025383",695720
"Carson Benge","NYM","ST",23,11,32,36,13,11,1,1,0,5,5,3,0,5,1,0,0,1,1,0,0.40625,"Carson Benge","sa3025452",701807
"Konnor Griffin","PIT","ST",20,15,38,43,7,2,1,0,4,4,9,2,0,11,3,0,0,0,0,0,0.184210526,"Konnor Griffin","sa3065496",804606
"Riley Unroe","HOU","ST",30,15,26,37,7,6,1,0,0,3,5,10,0,6,1,0,0,2,2,0,0.269230769,"Riley Unroe","sa737614",624523
"Jesús Bastidas","MIA","ST",27,14,27,30,4,4,0,0,0,0,2,2,0,6,1,0,0,1,1,0,0.148148148,"Jesus Bastidas","sa916969",665846
