Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Deinys Gonzalez","TBR",0.25,1,0.9183,0.1296,0.0988,0.0157,0.0016,0.0135,0.0662,0.0642,0.0566,0,0.3272,0.014,0.0072,0.0039,,0.0064,0.002,0.14113,0.0566,0.3272,0.172983,0.200984,0.205815,0.186856,0.406799,0.0646847,3.45308,0.198529,0,-0.000657358,0.0156961,-0.102462,12.3798,-0.000657358,0,-0.10392803809372708,0.020999999716877937,-0.00496123,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Deinys Gonzalez","sa3023774",821637
"Brady Ebel","MIL",0.25,1,0.9136,0.144,0.1146,0.0209,0.0024,0.0062,0.0677,0.0594,0.0643,0,0.3014,0.011,0.0072,0.0039,,0.011,0.0034,0.157618,0.0643,0.3014,0.213338,0.220159,0.206217,0.196899,0.426376,0.048599,4.10921,0.224723,0,-0.000446017,0.0238504,-0.0943073,21.2222,-0.000446017,0,-0.09381401070277207,0.012000000104308128,-0.00496438,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brady Ebel","sa3069149",815816
"Braylon Whitaker","BAL",0.25,1,0.923,0.1684,0.1279,0.0232,0.0016,0.0157,0.0814,0.0777,0.0559,0,0.2689,0.01,0.0072,0.0039,,0.0175,0.0055,0.182449,0.0559,0.2689,0.207884,0.235217,0.26208,0.223174,0.497298,0.0796316,4.35205,0.236524,0,-0.0000317497,0.0451829,-0.0729748,39.7245,-0.0000317497,0,-0.07107347528653918,-0.012000000104308128,-0.00497611,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Braylon Whitaker","sa3067340",828519
"Ichiro Cano","CIN",0.25,1,0.8957,0.1446,0.1105,0.0204,0.0018,0.0119,0.0754,0.0661,0.0822,0.001,0.3452,0.011,0.0072,0.0039,,0.0073,0.0023,0.161438,0.0822,0.3452,0.238123,0.238731,0.22809,0.215291,0.466821,0.0666518,3.41078,0.243129,0,-0.000820049,0.0387829,-0.0793748,28.1866,-0.000820049,0,-0.08593379810918123,0.004000000189989805,-0.00497664,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ichiro Cano","sa3023708",802560
"Carlos Torres","TEX",0.25,1,0.94,0.149,0.1209,0.0188,0.0016,0.0077,0.064,0.0615,0.0389,0,0.2461,0.01,0.0072,0.0039,,0.007,0.0022,0.158511,0.0389,0.2461,0.158066,0.198675,0.206489,0.183279,0.405164,0.0479787,3.56003,0.203778,0,-0.000621902,0.0127916,-0.105366,12.203,-0.000621902,0,-0.10410086304182187,0.020999999716877937,-0.00497891,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carlos Torres","sa3067820",829987
"Blaine Bullard","TOR",0.25,1,0.9279,0.1453,0.104,0.0187,0.0027,0.0199,0.0775,0.077,0.049,0,0.3705,0.012,0.0072,0.0039,,0.0273,0.0082,0.15659,0.049,0.3705,0.132254,0.207108,0.246902,0.203347,0.454009,0.0903115,5.33357,0.230218,0,0.00101268,0.0290851,-0.0890726,25.2256,0.00101268,0,-0.08711772528477013,0.004000000189989805,-0.00498064,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Blaine Bullard","sa3069298",828557
"Vance Honeycutt","BAL",0.25,1,0.9093,0.1342,0.0954,0.0203,0.003,0.0155,0.0766,0.069,0.0706,0,0.44,0.009,0.0072,0.0039,,0.0283,0.0086,0.147586,0.0706,0.44,0.160455,0.214637,0.227648,0.202036,0.442285,0.0800616,5.50442,0.257484,0,0.000982858,0.0280211,-0.0901366,25.1635,0.000982858,0,-0.08722066157497466,0.004000000189989805,-0.00499117,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Vance Honeycutt","sa3025526",701689
"Luis Castillo","MIL",0.25,1,0.9045,0.1495,0.1021,0.0236,0.0021,0.0218,0.0827,0.0821,0.0764,0.001,0.3334,0.008,0.0072,0.0039,,0.0067,0.0021,0.165285,0.0764,0.3334,0.229154,0.234816,0.268436,0.226408,0.503251,0.103151,3.39118,0.22947,0,-0.000744597,0.0478083,-0.0703494,41.4364,-0.000744597,0,-0.07015462301205844,-0.012000000104308128,-0.00499923,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luis Castillo","sa3015801",699127
"Neurelin Montero","TEX",0.25,1,0.8991,0.1172,0.0928,0.0144,0.0013,0.0087,0.0651,0.055,0.0748,0,0.3586,0.015,0.0072,0.0039,,0.0089,0.0028,0.130353,0.0748,0.3586,0.208589,0.20781,0.178289,0.182972,0.3861,0.0479368,3.71602,0.201299,0,-0.000572114,0.0125424,-0.105615,11.9916,-0.000572114,0,-0.10430029680719599,0.020999999716877937,-0.00499932,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Neurelin Montero","sa3022257",814842
"Xavier Neyens","HOU",0.25,1,0.9198,0.1439,0.1053,0.0195,0.002,0.0171,0.0754,0.0728,0.0591,0,0.3715,0.01,0.0072,0.0039,,0.0179,0.0056,0.156447,0.0591,0.3715,0.159085,0.213834,0.237769,0.204225,0.451603,0.081322,4.44127,0.235513,0,0.000135371,0.0297978,-0.0883599,25.8019,0.000135371,0,-0.08731574424018618,0.004000000189989805,-0.0050009,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Xavier Neyens","sa3069252",815832
"Eric Bitonti","MIL",0.25,1,0.8985,0.1512,0.0987,0.0241,0.0013,0.027,0.0883,0.0888,0.0824,0.002,0.3961,0.008,0.0072,0.0039,,0.0117,0.0038,0.16828,0.0824,0.3961,0.208028,0.242546,0.288036,0.237107,0.530582,0.119755,3.84789,0.257356,0,-0.000451339,0.0564954,-0.0616623,48.766,-0.000451339,0,-0.06117424531839788,-0.020999999716877937,-0.00500124,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Eric Bitonti","sa3022866",800724
"Derek Datil","TBR",0.25,1,0.9112,0.1458,0.111,0.021,0.0018,0.0121,0.0722,0.0667,0.0677,0,0.3275,0.01,0.0072,0.0039,,0.0141,0.0043,0.160009,0.0677,0.3275,0.206718,0.224375,0.226953,0.206584,0.451329,0.0669447,4.06236,0.230995,0,-0.00018666,0.0317137,-0.086444,25.9699,-0.00018666,0,-0.0874397615698399,0.004000000189989805,-0.00501359,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Derek Datil","sa3067337",827613
"Ryan Burrowes","CHW",0.25,1,0.9179,0.1721,0.1327,0.0292,0.0017,0.0084,0.0773,0.0684,0.059,0,0.2935,0.012,0.0072,0.0039,,0.0309,0.0093,0.187493,0.059,0.2935,0.201022,0.244052,0.250354,0.223797,0.494406,0.0628609,4.90493,0.262676,0,0.00102673,0.0456888,-0.0724689,38.4521,0.00102673,0,-0.07151462079491466,-0.012000000104308128,-0.00502124,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ryan Burrowes","sa3018619",802018
"Josueth Quinonez","DET",0.25,1,0.9186,0.155,0.1252,0.0184,0.0015,0.0099,0.0715,0.0658,0.0543,0,0.2396,0.016,0.0072,0.0039,,0.009,0.0028,0.168735,0.0543,0.2396,0.226628,0.226182,0.224363,0.205967,0.450545,0.0556281,3.45444,0.21455,0,-0.000637276,0.0312127,-0.0869451,26.1762,-0.000637276,0,-0.08764719008468091,0.004000000189989805,-0.00503481,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Josueth Quinonez","sa3023882",815017
"Anderson Araujo","PHI",0.25,1,0.9337,0.1397,0.1041,0.0173,0.0014,0.017,0.0705,0.0715,0.0452,0.003,0.3179,0.01,0.0072,0.0039,,0.0105,0.0033,0.14962,0.0452,0.3179,0.142183,0.195663,0.225876,0.188072,0.421539,0.0762558,3.99551,0.202475,0,-0.000283249,0.0166834,-0.101474,12.8101,-0.000283249,0,-0.10362131160218269,0.020999999716877937,-0.00504698,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Anderson Araujo","sa3067663",827410
"Ricardo Romero","CLE",0.25,1,0.9244,0.1591,0.1289,0.0208,0.0021,0.0073,0.069,0.0637,0.0545,0,0.2357,0.01,0.0072,0.0039,,0.0079,0.0024,0.172112,0.0545,0.2357,0.231226,0.224475,0.222847,0.203686,0.447323,0.0507356,3.52688,0.220447,0,-0.000679606,0.0293604,-0.0887973,26.04,-0.000679606,0,-0.08785009465645999,0.004000000189989805,-0.00505557,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ricardo Romero","sa3068225",829997
"Carter Graham","CIN",0.25,1,0.9201,0.1817,0.13,0.0299,0.0012,0.0206,0.0875,0.0875,0.0558,0,0.2639,0.013,0.0072,0.0039,,0.0089,0.0028,0.197479,0.0558,0.2639,0.211444,0.251481,0.29975,0.244947,0.551231,0.102271,3.42327,0.250622,0,-0.000679061,0.0628604,-0.0552973,48.5016,-0.000679061,0,-0.06171527557307854,-0.020999999716877937,-0.00505659,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carter Graham","sa3022824",807728
"Branny De Oleo","NYM",0.25,1,0.9266,0.1533,0.1181,0.0228,0.0019,0.0105,0.0724,0.0672,0.0503,0,0.2854,0.012,0.0072,0.0039,,0.0159,0.005,0.165444,0.0503,0.2854,0.176244,0.216444,0.228146,0.201394,0.44459,0.0627024,4.34548,0.22386,0,-0.0000585284,0.0274995,-0.0906583,26.8475,-0.0000585284,0,-0.08675937017687829,0.004000000189989805,-0.0050611,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Branny De Oleo","sa3021160",808067
"Skylar King","BOS",0.25,1,0.9188,0.1674,0.1217,0.0245,0.0031,0.0182,0.0839,0.0814,0.0571,0,0.2676,0.013,0.0072,0.0039,,0.0216,0.0067,0.182194,0.0571,0.2676,0.213378,0.23843,0.275141,0.229823,0.513571,0.0929473,4.86406,0.233052,0,0.000310033,0.0505815,-0.0675762,38.6645,0.000310033,0,-0.07198102076654322,-0.012000000104308128,-0.00506896,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Skylar King","sa3035415",703455
"Ezequiel Pena","CHC",0.25,1,0.913,0.1556,0.1312,0.0186,0.002,0.0038,0.0704,0.0589,0.0659,0,0.2555,0.01,0.0072,0.0039,,0.015,0.0047,0.170427,0.0659,0.2555,0.257926,0.232406,0.207667,0.203555,0.440073,0.0372399,4.10423,0.229687,0,-0.000291938,0.0292537,-0.0889041,26.8188,-0.000291938,0,-0.08702680675196461,0.004000000189989805,-0.00508846,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ezequiel Pena","sa3024477",821101
"Jesus Hernandez","MIA",0.25,1,0.9076,0.1666,0.1243,0.0309,0.0024,0.009,0.078,0.0692,0.0713,0.001,0.2756,0.01,0.0072,0.0039,,0.0187,0.0058,0.183561,0.0713,0.2756,0.258708,0.248871,0.252644,0.227456,0.501515,0.0690833,4.29949,0.250079,0,0.000014097,0.0486593,-0.0694984,40.0587,0.000014097,0,-0.07102874615884502,-0.012000000104308128,-0.00508866,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jesus Hernandez","sa3015736",698929
"Ediel Rivera","NYY",0.25,1,0.9211,0.1301,0.1001,0.0191,0.0013,0.0096,0.067,0.0605,0.0528,0,0.3606,0.015,0.0072,0.0039,,0.012,0.0038,0.141244,0.0528,0.3606,0.146423,0.198675,0.19607,0.181914,0.394745,0.0548258,4.18784,0.215911,0,-0.000264587,0.0116835,-0.106474,10.9857,-0.000264587,0,-0.10517834319034591,0.020999999716877937,-0.00508915,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ediel Rivera","sa3067330",815528
"Stiven Martinez","BAL",0.25,1,0.9112,0.1396,0.1031,0.0194,0.0031,0.014,0.074,0.0681,0.0677,0.002,0.4077,0.01,0.0072,0.0039,,0.0105,0.0034,0.153205,0.0677,0.4077,0.166053,0.218151,0.227392,0.202548,0.445543,0.0741879,4.36512,0.252869,0,-0.000472738,0.0284362,-0.0897215,25.5157,-0.000472738,0,-0.0882612009299919,0.004000000189989805,-0.00509763,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Stiven Martinez","sa3024627",815913
"Braylon Bishop",,0.25,1,0.9136,0.1474,0.1092,0.0236,0.0019,0.0127,0.0754,0.0691,0.0643,0,0.3378,0.011,0.0072,0.0039,,0.021,0.0065,0.16134,0.0643,0.3378,0.190349,0.223572,0.233034,0.208009,0.456606,0.0716944,4.58524,0.236191,0,0.000320128,0.0328701,-0.0852876,26.1943,0.000320128,0,-0.08715488083544187,0.004000000189989805,-0.00510157,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Braylon Bishop","sa3017559",691770
"Samuel Escudero","PIT",0.25,1,0.9197,0.1359,0.1057,0.0182,0.0015,0.0104,0.0672,0.0627,0.0592,0.001,0.3036,0.01,0.0072,0.0039,,0.0084,0.0026,0.147766,0.0592,0.3036,0.194993,0.205903,0.204632,0.18801,0.410535,0.0568664,3.67534,0.204764,0,-0.000532776,0.0166329,-0.101525,12.4944,-0.000532776,0,-0.10424499970395118,0.020999999716877937,-0.00511079,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Samuel Escudero","sa3015807",699167
"Yovanny Rodriguez","NYM",0.25,1,0.9184,0.128,0.1004,0.0172,0.0013,0.0091,0.0644,0.0582,0.0605,0,0.3602,0.01,0.0072,0.0039,,0.0078,0.0025,0.139373,0.0605,0.3602,0.167962,0.199277,0.190658,0.180489,0.389935,0.0512848,3.61868,0.213734,0,-0.000592019,0.0105265,-0.107631,12.5268,-0.000592019,0,-0.10426584264496341,0.020999999716877937,-0.00511292,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yovanny Rodriguez","sa3023720",815898
"Jack Goodman","DET",0.25,1,0.9246,0.1583,0.1249,0.0236,0.0021,0.0077,0.071,0.0644,0.0543,0,0.2611,0.01,0.0072,0.0039,,0.0142,0.0044,0.171209,0.0543,0.2611,0.207966,0.223472,0.22626,0.204341,0.449732,0.0550508,4.12824,0.227149,0,-0.000210913,0.0298921,-0.0882656,25.0558,-0.000210913,0,-0.0885413680516649,0.004000000189989805,-0.00512629,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jack Goodman","sa3032460",806275
"José Anderson","MIL",0.25,1,0.9236,0.1405,0.095,0.0221,0.0017,0.0217,0.0759,0.0789,0.0553,0,0.3936,0.01,0.0072,0.0039,,0.0099,0.0031,0.152122,0.0553,0.3936,0.140498,0.206606,0.250217,0.204662,0.456822,0.0980944,3.89134,0.230456,0,-0.000347752,0.0301525,-0.0880052,26.5395,-0.000347752,0,-0.08741362020373344,0.004000000189989805,-0.00512804,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose Anderson","sa3024133",821262
"Diwarys Encarnacion","MIA",0.25,1,0.9287,0.1513,0.1186,0.0199,0.0014,0.0114,0.0689,0.0667,0.0492,0,0.2636,0.011,0.0072,0.0039,,0.0128,0.004,0.162916,0.0492,0.2636,0.186646,0.212328,0.224184,0.197749,0.436512,0.0612684,3.78197,0.211681,0,-0.000258449,0.02454,-0.0936177,19.7085,-0.000258449,0,-0.09542055733618326,0.012000000104308128,-0.00512875,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Diwarys Encarnacion","sa3023793",827285
"Nicandro Aybar","TBR",0.25,1,0.9183,0.1714,0.1329,0.0244,0.0031,0.011,0.0771,0.0722,0.0616,0,0.2383,0.009,0.0072,0.0039,,0.0134,0.0043,0.186649,0.0616,0.2383,0.258498,0.242948,0.255908,0.225116,0.498855,0.0692584,4.19611,0.237208,0,-0.000424365,0.0467597,-0.071398,38.7357,-0.000424365,0,-0.07263149580103345,-0.012000000104308128,-0.00513551,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nicandro Aybar","sa3018544",800384
"Juan Martinez","MIL",0.25,1,0.9176,0.1547,0.1234,0.0222,0.0026,0.0065,0.0705,0.0627,0.0603,0,0.2585,0.011,0.0072,0.0039,,0.0134,0.0041,0.168592,0.0603,0.2585,0.233269,0.226885,0.219704,0.204484,0.446588,0.0511116,4.30007,0.224614,0,-0.000284367,0.0300081,-0.0881496,26.4177,-0.000284367,0,-0.08749458272359334,0.004000000189989805,-0.00513632,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Juan Martinez","sa3024128",821197
"Cole McConnell","CHW",0.25,1,0.9059,0.1561,0.1158,0.0226,0.0014,0.0162,0.0781,0.0742,0.07,0,0.3401,0.013,0.0072,0.0039,,0.0102,0.0033,0.172315,0.07,0.3401,0.205822,0.240036,0.253891,0.224369,0.493927,0.0815763,3.7007,0.251257,0,-0.00062382,0.0461533,-0.0720044,38.8462,-0.00062382,0,-0.0727006844826974,-0.012000000104308128,-0.00514259,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cole McConnell","sa3037490",823277
"Bjay Cooke","ATH",0.25,1,0.9243,0.1504,0.1181,0.0217,0.0019,0.0088,0.0709,0.0638,0.0546,0,0.3287,0.01,0.0072,0.0039,,0.0118,0.0037,0.162718,0.0546,0.3287,0.166109,0.215842,0.218977,0.198069,0.434818,0.0562588,4.01518,0.238384,0,-0.00036134,0.0248,-0.0933577,18.1668,-0.00036134,0,-0.09681132598780096,0.012000000104308128,-0.00515391,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bjay Cooke","sa3019807",805737
"Austin Smith","TOR",0.25,1,0.9129,0.1595,0.1184,0.0224,0.0028,0.0159,0.081,0.0763,0.063,0.002,0.2644,0.013,0.0072,0.0039,,0.0161,0.0051,0.174718,0.063,0.2644,0.238275,0.236422,0.257641,0.222233,0.494063,0.0829226,4.52526,0.224445,0,-0.0001387,0.0444187,-0.073739,38.2354,-0.0001387,0,-0.07293551455950364,-0.012000000104308128,-0.00516662,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Austin Smith","sa3042481",801563
"Arnaldo Lantigua","CIN",0.25,1,0.918,0.165,0.1147,0.0267,0.0015,0.0222,0.0843,0.0851,0.0619,0,0.3389,0.009,0.0072,0.0039,,0.008,0.0025,0.179739,0.0619,0.3389,0.18265,0.236824,0.284749,0.232456,0.521573,0.105011,3.57424,0.253147,0,-0.000649064,0.0527185,-0.0654392,39.9446,-0.000649064,0,-0.07182717241812497,-0.012000000104308128,-0.00517035,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Arnaldo Lantigua","sa3021084",806984
"Brayden Smith","STL",0.25,1,0.9117,0.1454,0.1145,0.0203,0.0018,0.0088,0.0706,0.0625,0.0672,0,0.3098,0.01,0.0072,0.0039,,0.0156,0.0049,0.159482,0.0672,0.3098,0.216914,0.223472,0.214654,0.201708,0.438125,0.0551717,4.17193,0.227553,0,-0.000152176,0.0277548,-0.0904029,25.9099,-0.000152176,0,-0.08796430159418378,0.004000000189989805,-0.00518438,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brayden Smith","sa3060601",829670
"Simon Juan","NYM",0.25,1,0.9358,0.1525,0.113,0.0216,0.0018,0.016,0.0732,0.0735,0.0441,0,0.3535,0.009,0.0072,0.0039,,0.0137,0.0043,0.162962,0.0441,0.3535,0.124752,0.206405,0.241077,0.199979,0.447482,0.078115,4.2151,0.238012,0,-0.000117463,0.0263506,-0.0918071,25.8782,-0.000117463,0,-0.0879671541188145,0.004000000189989805,-0.00518467,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Simon Juan","sa3018412",703159
"Trace Willhoite","NYM",0.25,1,0.9021,0.153,0.1048,0.025,0.002,0.0212,0.0854,0.0821,0.0728,0.001,0.3408,0.014,0.0072,0.0039,,0.0107,0.0033,0.169604,0.0728,0.3408,0.213615,0.240739,0.272254,0.231029,0.512993,0.102649,3.89732,0.240819,0,-0.000469686,0.0515604,-0.0665973,47.1485,-0.000469686,0,-0.06310962300631218,-0.020999999716877937,-0.00519925,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Trace Willhoite","sa3066861",688875
"Reylin Perez","HOU",0.25,1,0.9178,0.1629,0.1138,0.0352,0.0028,0.0111,0.0786,0.072,0.0621,0,0.3698,0.009,0.0072,0.0039,,0.0156,0.005,0.17749,0.0621,0.3698,0.167929,0.234916,0.258226,0.221844,0.493142,0.0807365,4.51165,0.278993,0,-0.000148236,0.0441031,-0.0740546,37.9393,-0.000148236,0,-0.0732939982553944,-0.012000000104308128,-0.0052033,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Reylin Perez","sa3019204",800139
"Landyn Vidourek","LAD",0.25,1,0.9251,0.1455,0.105,0.0199,0.0016,0.019,0.0783,0.078,0.0538,0,0.3701,0.01,0.0072,0.0039,,0.0109,0.0034,0.15728,0.0538,0.3701,0.145366,0.210119,0.243866,0.204032,0.453985,0.0865852,4.06395,0.232879,0,-0.000326721,0.0296416,-0.0885161,25.863,-0.000326721,0,-0.08819439125363715,0.004000000189989805,-0.00520792,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Landyn Vidourek","sa3044483",811716
"Nazzan Zanetello","BOS",0.25,1,0.8957,0.1344,0.0961,0.024,0.0017,0.0126,0.0749,0.0655,0.0822,0,0.3978,0.011,0.0072,0.0039,,0.0159,0.0049,0.15005,0.0822,0.3978,0.206637,0.228491,0.222842,0.20881,0.451334,0.0727922,4.22221,0.24731,0,-0.0000763316,0.0335208,-0.0846369,24.1893,-0.0000763316,0,-0.08942806764389388,0.004000000189989805,-0.00521701,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nazzan Zanetello","sa3022893",805801
"T.J. McCants","CHW",0.25,1,0.9169,0.1627,0.1204,0.0244,0.0021,0.0158,0.0789,0.0751,0.063,0.002,0.3651,0.009,0.0072,0.0039,,0.0243,0.008,0.177446,0.063,0.3651,0.172555,0.235619,0.260334,0.2223,0.495953,0.082888,4.83474,0.270434,0,0.000326903,0.0444731,-0.0736846,37.4207,0.000326903,0,-0.07343014990328811,-0.012000000104308128,-0.00521723,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"T.J. McCants","sa3025355",690996
"Franklin Rojas","TOR",0.25,1,0.9139,0.127,0.102,0.015,0.0012,0.0088,0.0645,0.0576,0.062,0,0.3079,0.013,0.0072,0.0039,,0.0068,0.0021,0.138965,0.062,0.3079,0.201364,0.202791,0.186891,0.181585,0.389682,0.0479265,3.25758,0.195566,0,-0.000668483,0.0114166,-0.106741,10.2347,-0.000668483,0,-0.10646737535716966,0.020999999716877937,-0.00522104,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Franklin Rojas","sa3025018",815922
"Francisco Espinoza","LAD",0.25,1,0.9191,0.1312,0.1047,0.015,0.0012,0.0102,0.0686,0.0624,0.0588,0,0.31,0.011,0.0072,0.0039,,0.008,0.0025,0.142748,0.0588,0.31,0.189677,0.201787,0.194865,0.183169,0.396652,0.0521162,3.49242,0.199637,0,-0.000575785,0.0127024,-0.105455,11.5708,-0.000575785,0,-0.10538264067145064,0.020999999716877937,-0.00522718,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Francisco Espinoza","sa3024357",821689
"Brandon Forrester","HOU",0.25,1,0.9328,0.1601,0.1272,0.0205,0.0045,0.008,0.0718,0.0658,0.0461,0,0.2512,0.01,0.0072,0.0039,,0.0218,0.0069,0.171634,0.0461,0.2512,0.183519,0.217046,0.229095,0.201221,0.446142,0.0574614,5.15982,0.223414,0,0.000324244,0.0273591,-0.0907987,23.7327,0.000324244,0,-0.08956561054219492,0.004000000189989805,-0.00523109,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brandon Forrester","sa3069109",822162
"Félix Amparo","BAL",0.25,1,0.9318,0.1791,0.1423,0.0249,0.0025,0.0093,0.0776,0.0721,0.0451,0,0.2338,0.012,0.0072,0.0039,,0.0152,0.0048,0.192209,0.0451,0.2338,0.1929,0.237125,0.254132,0.220361,0.491257,0.0619231,4.2176,0.244001,0,-0.000242057,0.042899,-0.0752587,37.7867,-0.000242057,0,-0.07356766863085795,-0.012000000104308128,-0.0052313,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Felix Amparo","sa3021180",808118
"Juan Torres","NYY",0.25,1,0.9505,0.1715,0.138,0.0205,0.0015,0.0116,0.0728,0.073,0.0264,0,0.2306,0.012,0.0072,0.0039,,0.0126,0.004,0.180431,0.0264,0.2306,0.114484,0.210722,0.241873,0.201154,0.452594,0.0614413,3.92622,0.22348,0,-0.000282605,0.0273047,-0.090853,24.2395,-0.000282605,0,-0.08957516070222482,0.004000000189989805,-0.00523206,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Juan Torres","sa3067646",825153
"Erick De La Cruz","ARI",0.25,1,0.9331,0.1591,0.1217,0.0207,0.0019,0.0147,0.0741,0.0737,0.0458,0,0.2928,0.01,0.0072,0.0039,,0.011,0.0034,0.170507,0.0458,0.2928,0.156421,0.215741,0.243918,0.20596,0.45966,0.0734112,3.94311,0.228192,0,-0.000364156,0.0312068,-0.0869509,25.6902,-0.000364156,0,-0.08843661996070296,0.004000000189989805,-0.00523271,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Erick De La Cruz","sa3023919",821057
"Javier Acevedo","PIT",0.25,1,0.9046,0.1265,0.1026,0.0147,0.0015,0.0078,0.0657,0.0564,0.0743,0,0.3257,0.01,0.0072,0.0039,,0.0094,0.0029,0.139841,0.0743,0.3257,0.228124,0.211625,0.185386,0.186535,0.397011,0.045545,3.69591,0.205257,0,-0.000541453,0.0154353,-0.102722,11.484,-0.000541453,0,-0.10545126057695597,0.020999999716877937,-0.0052342,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Javier Acevedo","sa3023747",821033
"Hedbert Perez","TOR",0.25,1,0.9029,0.1636,0.1087,0.0284,0.0025,0.024,0.0905,0.089,0.078,0.005,0.3069,0.008,0.0072,0.0039,,0.0109,0.0035,0.181194,0.078,0.3069,0.254154,0.250577,0.297929,0.242748,0.548506,0.116735,4.07678,0.241022,0,-0.000505648,0.0610753,-0.0570824,52.3677,-0.000505648,0,-0.05664584756596014,-0.028999999165534973,-0.0052393,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Hedbert Perez","sa3014692",691616
"Kevin Robledo","MIA",0.25,1,0.9055,0.1225,0.0945,0.0158,0.0012,0.011,0.0653,0.059,0.0734,0.001,0.3534,0.01,0.0072,0.0039,,0.0086,0.0027,0.135284,0.0734,0.3534,0.207697,0.206706,0.191828,0.185677,0.398534,0.0565433,3.34779,0.203356,0,-0.000553533,0.014739,-0.103419,11.439,-0.000553533,0,-0.10551664925878868,0.020999999716877937,-0.00524089,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Kevin Robledo","sa3024360",821694
