Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",8.3572,5.7077,12.842,2.96234,20.1481,20.1481,0,0,,119.355,484.396,97.5484,43.1082,39.2857,10.8746,31.9372,,4.9157,144.438,10.8914,2.40823,4.52257,0.82,0.298182,0.065932,0.23225024342536926,0.217964,1.08488,0.296594,0.755965,,,2.77133,3.42856,3.27066,9.649999618530273,,,,,,,667.5,5.609243697478991,629,5.285714285714286,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",8.768,5.8459,14.1644,2.9488,20.3457,20.3457,0,0,,127.698,519.731,113.328,46.8082,41.8395,10.3861,32.7358,,4.175,130.378,9.18886,2.30718,3.98272,0.732,0.250856,0.062986,0.1878698468208313,0.234721,1.14382,0.30095,0.754662,,,2.9634,3.32061,3.42153,24.75,,,,,,,679.4000000000001,5.307812500000001,659,5.1484375,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Chris Sale","ATL",7.8511,5.1613,11.9841,3.10294,18.36,18.36,0,0,,112.242,457.569,91.5295,42.2024,38.6977,11.1992,31.0447,,6.3364,137.335,11.0121,2.48929,4.42379,0.898,0.300141,0.067847,0.23229394108057022,0.21783,1.09206,0.295709,0.751874,,,2.92999,2.79722,2.79977,39.36000061035156,,,,,,,617.3000000000002,5.5116071428571445,580,5.178571428571429,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Tarik Skubal","DET",6.4242,4.2186,10.1653,2.77777,15.15,15.15,0,0,,90.9862,363.508,73.0776,30.9073,28.0821,8.74478,20.278,,3.3083,108.462,10.7286,2.00582,5.34874,0.865,0.298375,0.0557842,0.24259108677506447,0.214984,1.02604,0.288857,0.769894,,,2.72389,2.63533,2.6754,7.019999980926514,,,,,,,519.8999999999999,5.7131868131868115,485,5.329670329670329,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Jacob deGrom","TEX",6.9477,5.7248,10.3764,3.37973,18.36,18.36,0,0,,105.792,430.225,89.2845,42.7609,39.7277,13.7883,24.4536,,3.0615,124.843,10.6207,2.08032,5.10531,1.173,0.290181,0.0568391,0.23334209620952606,0.221709,1.07511,0.285886,0.751602,,,3.19533,2.59661,2.33203,50.0099983215332,,,,,,,549.8000000000001,5.186792452830189,517,4.877358490566038,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Zack Wheeler","PHI",7.4506,5.5985,11.4542,3.26754,18.54,18.54,0,0,,111.425,456.474,94.8577,44.0884,40.4541,12.5168,29.5421,,5.2645,123.707,9.99203,2.38616,4.18749,1.011,0.271006,0.064718,0.2062881886959076,0.224959,1.11644,0.288467,0.751443,,,3.2579,2.51636,2.58886,110.48999786376953,,,,,,,557.5000000000001,5.022522522522523,529,4.7657657657657655,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Dylan Cease","TOR",7.0273,5.5553,10.2038,3.34904,18.36,18.36,0,0,,104.35,436.975,83.889,42.231,38.8302,11.0147,41.0171,,3.5775,129.026,11.1283,3.53766,3.14567,0.95,0.295271,0.093866,0.20140532404184341,0.213795,1.197,0.288795,0.755123,,,3.26223,2.42844,2.23047,74.7699966430664,,,,,,,538.9,5.181730769230769,500,4.8076923076923075,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Jesús Luzardo","PHI",7.8091,6.2925,11.582,3.42048,20.3457,20.3457,0,0,,118.308,490.906,102.015,48.9454,44.9635,13.8158,38.4016,,4.1339,130.81,9.95105,2.9213,3.40637,1.051,0.266467,0.078226,0.1882409155368805,0.227524,1.18687,0.290373,0.755495,,,3.46625,2.42512,2.50546,70.58999633789062,,,,,,,571.8,4.845762711864406,544,4.610169491525424,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Logan Webb","SFG",7.2644,6.5831,12.2351,3.37695,19.38,19.38,0,0,,119.521,501.555,115.889,49.9191,44.8461,9.17652,33.6443,,4.1188,108.11,8.14075,2.53345,3.21331,0.691,0.215549,0.06708,0.14846886694431305,0.249873,1.25111,0.307968,0.728781,,,3.21781,2.38944,2.25918,57.189998626708984,,,,,,,577.6999999999999,4.814166666666666,585,4.875,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Nathan Eovaldi","TEX",6.912,6.1496,11.0857,3.55222,18.36,18.36,0,0,,112.297,466.157,104.138,48.423,44.3228,12.4276,29.8788,,5.0508,110.082,8.82247,2.39462,3.68429,0.996,0.236148,0.064096,0.17205233126878738,0.241493,1.19342,0.297071,0.733967,,,3.49215,2.22995,2.17916,132.50999450683594,,,,,,,525.8000000000002,4.694642857142859,519,4.633928571428571,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Garrett Crochet","BOS",5.6755,4.2803,8.3788,3.14012,14.56,14.56,0,0,,82.4591,334.655,68.032,31.4189,28.7702,8.35586,23.6263,,3.1049,100.549,10.9744,2.57869,4.2558,0.912,0.300455,0.070599,0.22985641658306122,0.220938,1.11156,0.299851,0.753368,,,2.93199,2.21332,2.24431,12.239999771118164,,,,,,,452.6000000000001,5.519512195121952,427,5.2073170731707314,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Joe Ryan","MIN",6.4775,6.141,9.8516,3.66031,18.18,18.18,0,0,,105.605,435.303,92.3953,45.9517,42.9495,14.1158,26.0538,,5.369,117.269,9.99408,2.2204,4.50103,1.203,0.269396,0.0598521,0.20954414084553719,0.228769,1.12163,0.287269,0.73462,,,3.49031,2.196,2.04675,78.52999877929688,,,,,,,514,4.849056603773585,489,4.613207547169812,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Yoshinobu Yamamoto","LAD",6.9871,4.5009,9.8981,3.40438,16.32,16.32,0,0,,98.4594,408.206,88.037,40.8895,37.2437,10.4367,30.2632,,3.5628,103.046,9.41922,2.76631,3.40498,0.954,0.252435,0.0741371,0.1782982125878334,0.235154,1.20151,0.297436,0.746567,,,3.39639,2.16461,1.9819,26.639999389648438,,,,,,,477.40000000000003,4.871428571428572,464,4.73469387755102,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Drew Rasmussen","TBR",6.8079,6.701,9.7348,3.71185,19.95,19.95,0,0,,109.964,459.332,104.938,49.4437,45.3523,12.1449,29.4115,,3.8928,104.047,8.51567,2.40718,3.53762,0.994,0.226517,0.064031,0.16248617321252823,0.246318,1.22176,0.299492,0.723548,,,3.53289,2.15801,1.99972,132.36000061035156,,,,,,,502.4,4.567272727272727,503,4.572727272727272,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Sonny Gray","BOS",6.621,6.2925,9.7037,3.76542,18.72,18.72,0,0,,107.363,451.484,102.481,48.8329,44.9184,12.0485,30.677,,3.7356,108.691,9.11138,2.57159,3.54309,1.01,0.240743,0.067947,0.17279570549726486,0.245716,1.24026,0.305174,0.725127,,,3.47661,2.15131,2.01389,138.08999633789062,,,,,,,492.00000000000006,4.598130841121496,492,4.598130841121495,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Jacob Misiorowski","MIL",7.0719,5.8693,10.2562,3.40933,23.0352,17.85,0,0.404,,109.918,461.357,85.7604,45.2354,41.6385,11.8223,47.973,,6.8932,137.495,11.258,3.92799,2.8661,0.968,0.298023,0.103982,0.19404105097055435,0.210977,1.21667,0.287503,0.755217,,,3.4748,2.14616,2.22158,114.13999938964844,,,,,,,551.8,5.016363636363636,503,4.572727272727272,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Ranger Suarez","BOS",6.7685,6.3417,10.3729,3.7107,18.72,18.72,0,0,,110.786,468.438,107.744,50.0127,45.6769,11.3371,34.8214,,3.8365,101.246,8.22501,2.82882,2.90758,0.921,0.216135,0.0743351,0.14179999381303787,0.250695,1.28685,0.303933,0.730524,,,3.63028,2.11849,2.17809,183.97999572753906,,,,,,,490.3000000000001,4.417117117117118,497,4.4774774774774775,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Kevin Gausman","TOR",7.2748,6.9771,11.1168,3.90567,20.1481,20.1481,0,0,,121.604,512.881,114.967,56.8762,52.7718,15.5788,35.5345,,2.9973,118.721,8.7866,2.62993,3.341,1.153,0.231478,0.0692841,0.1621941700577736,0.242369,1.23764,0.292276,0.72752,,,3.74435,2.09392,1.78536,112.94999694824219,,,,,,,528.0000000000002,4.3278688524590185,523,4.286885245901639,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Hunter Brown","HOU",6.4667,5.5856,10.0295,3.49585,17.17,17.17,0,0,,102.288,427.448,88.4477,43.4765,39.7316,10.8085,36.3814,,4.0552,114.483,10.073,3.20108,3.14674,0.951,0.267829,0.085113,0.18271580338478088,0.22854,1.22037,0.29665,0.74161,,,3.40208,2.08345,2.08678,36.189998626708984,,,,,,,498.7,4.889215686274509,475,4.6568627450980395,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Framber Valdez","DET",7.1046,6.5821,11.5558,3.60407,19.19,19.19,0,0,,117.857,498.126,112.992,52.1379,47.196,9.89996,41.4621,,5.3564,105.215,8.03465,3.16621,2.53763,0.756,0.211222,0.0832362,0.1279860883951187,0.250367,1.31053,0.306647,0.727742,,,3.57916,2.03079,2.13016,81.13999938964844,,,,,,,528.4000000000001,4.477966101694916,532,4.508474576271187,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Chase Burns","CIN",5.8807,5.1332,7.8802,3.57507,20.5364,15.45,0,0.4392,,91.3835,377.824,77.8712,39.2407,36.3002,11.7377,30.177,,2.7208,105.395,10.3799,2.97201,3.49254,1.156,0.278951,0.0798705,0.19908079504966736,0.225762,1.18236,0.290321,0.751047,,,3.52402,2.02254,1.85809,109.72000122070312,,,,,,,433.99999999999994,4.769230769230768,410,4.5054945054945055,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Bryan Woo","SEA",7.2608,6.315,11.2436,3.61845,19.19,19.19,0,0,,116.122,478.658,105.263,50.395,46.687,15.1862,27.5137,,4.5721,115.447,8.94765,2.13243,4.19599,1.177,0.241189,0.0574809,0.18370820581912994,0.235712,1.14342,0.285107,0.738743,,,3.62157,2.00423,1.84505,34.77000045776367,,,,,,,531.9000000000001,4.585344827586208,516,4.448275862068965,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Shane McClanahan","TBR",6.3967,5.8662,9.5733,3.53764,17.85,17.85,0,0,,101.594,422.078,89.0579,43.4542,39.9338,11.6833,33.8034,,3.139,109.263,9.67933,2.99457,3.2323,1.035,0.258868,0.080088,0.17878024280071259,0.231238,1.20933,0.292875,0.745574,,,3.51581,2.00242,2.11835,182.99000549316406,,,,,,,482.80000000000007,4.733333333333334,461,4.519607843137255,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Gerrit Cole","NYY",7.4099,6.6162,11.1869,3.97858,19.57,19.57,0,0,,121.473,512.544,112.828,57.7329,53.6988,17.5596,36.2563,,4.5873,119.082,8.82289,2.68625,3.28446,1.301,0.232336,0.0707379,0.1615978330373764,0.239195,1.22731,0.284335,0.733742,,,4.00818,1.99114,1.59451,232.89999389648438,,,,,,,495.2000000000001,4.092561983471075,486,4.016528925619835,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Shohei Ohtani","LAD",6.2867,4.0852,8.2238,3.36484,15.3,15.3,0,0,,85.4037,351.89,70.4385,34.7008,31.93,9.87836,28.4953,,3.7635,99.1823,10.452,3.00289,3.48065,1.041,0.281856,0.0809779,0.2008781135082245,0.220374,1.15843,0.2876,0.754758,,,3.39505,1.97481,1.77775,1.2699999809265137,,,,,,,426,5.011764705882353,397,4.670588235294118,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"José Soriano","LAA",6.7031,6.6762,10.6636,3.60379,19.19,19.19,0,0,,112.366,482.463,102.862,49.7872,44.9935,9.21397,52.311,,5.5527,111.823,8.95653,4.18989,2.13765,0.738,0.231775,0.108425,0.12334997206926346,0.242255,1.38096,0.308495,0.740726,,,3.70143,1.95844,2.12873,321.80999755859375,,,,,,,500.3000000000001,4.466964285714287,493,4.401785714285714,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"George Kirby","SEA",7.1779,6.2784,10.9652,3.59054,19.19,19.19,0,0,,114.048,472.248,108.243,49.5743,45.4993,13.4323,24.0828,,4.6753,106.248,8.38446,1.90048,4.41177,1.06,0.224983,0.0509961,0.173986978828907,0.244072,1.16027,0.292799,0.728957,,,3.50526,1.94542,1.71401,64.58000183105469,,,,,,,527.8999999999999,4.630701754385964,526,4.614035087719298,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Logan Gilbert","SEA",6.8076,5.7602,10.036,3.52103,18.18,18.18,0,0,,105.025,430.961,92.4295,44.3972,41.0885,13.2682,26.2981,,3.9446,112.242,9.61841,2.25358,4.26805,1.137,0.260445,0.061022,0.1994229145348072,0.23066,1.13047,0.287641,0.742175,,,3.44967,1.94516,1.81262,37.150001525878906,,,,,,,511.90000000000003,4.875238095238095,490,4.666666666666667,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Braxton Ashcraft","PIT",6.4411,6.0961,9.1193,3.77947,22.377,17.34,0,0.4139,,105.863,446.355,100.469,48.3958,44.4563,11.2215,33.4661,,4.9911,100.09,8.50918,2.84513,2.99079,0.954,0.224239,0.0749764,0.14926213026046753,0.246309,1.26517,0.300915,0.72353,,,3.65778,1.83161,1.77024,239.36000061035156,,,,,,,475.10000000000014,4.482075471698114,473,4.462264150943396,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Kyle Bradish","BAL",6.7369,6.0385,9.7622,3.80902,18.36,18.36,0,0,,107.347,455.828,98.4774,49.3925,45.4321,12.178,40.7638,,4.664,111.547,9.35205,3.41763,2.73641,1.021,0.244712,0.089428,0.15528378635644913,0.239955,1.29711,0.301035,0.735307,,,3.74699,1.81876,1.71168,72.95999908447266,,,,,,,475.40000000000003,4.442990654205608,465,4.345794392523365,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Aaron Nola","PHI",6.7904,6.6949,9.657,3.96513,19.57,19.57,0,0,,111.885,471.889,107.314,53.2674,49.2932,15.8255,31.5038,,3.5264,108.537,8.73072,2.53416,3.44522,1.273,0.230006,0.066761,0.16324516385793686,0.24565,1.24072,0.292768,0.733319,,,3.91878,1.8167,1.67984,205.52999877929688,,,,,,,463.80000000000024,4.141071428571431,462,4.125,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Reid Detmers","LAA",6.1978,6.4583,8.8912,3.80363,24.6515,17.17,0,0.4123,,107.006,449.755,93.0384,48.6884,45.2235,13.2331,40.8709,,5.0507,117.151,9.85323,3.43754,2.86636,1.113,0.260476,0.0908737,0.16960277408361435,0.230388,1.25142,0.291846,0.738592,,,3.7864,1.80897,1.80324,350.4599914550781,,,,,,,486.1000000000002,4.542990654205609,462,4.317757009345795,,,,,,,,,,,,,,,,,,,"Reid Detmers","27468",672282
"Cole Ragans","KCR",5.5649,4.6371,7.4839,3.47177,15.3,15.3,0,0,,81.9607,343.795,66.6644,34.2419,31.6165,9.20692,34.2488,,2.6871,100.378,11.0224,3.76082,2.93085,1.011,0.291971,0.0996198,0.19235096871852875,0.217248,1.23124,0.291257,0.757426,,,3.44377,1.73075,1.86714,48.15999984741211,,,,,,,410.90000000000003,5.010975609756098,382,4.658536585365853,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Freddy Peralta","NYM",6.9659,6.377,9.8631,3.82494,19.38,19.38,0,0,,110.804,471.307,95.2044,50.7659,47.0911,14.1583,44.6281,,5.0227,120.923,9.82191,3.62488,2.70958,1.15,0.25657,0.0946901,0.1618802547454834,0.225787,1.26198,0.28281,0.742155,,,3.90364,1.71603,1.50218,56.36000061035156,,,,,,,494.20000000000005,4.4522522522522525,465,4.1891891891891895,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Michael King","SDP",6.581,6.3876,9.7888,3.79443,18.72,18.72,0,0,,108.254,461.244,96.8686,49.4705,45.6402,13.219,42.0244,,5.0958,111.697,9.28622,3.49382,2.6579,1.099,0.242164,0.091111,0.1510528102517128,0.233912,1.28303,0.289237,0.742796,,,3.91056,1.69985,1.55994,129.55999755859375,,,,,,,470.1000000000001,4.352777777777779,454,4.203703703703703,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Nolan McLean","NYM",6.9518,5.8693,10.4196,3.55953,18.36,18.36,0,0,,108.291,462.586,95.7703,47.0741,42.8296,10.793,43.5774,,6.9795,111.932,9.30256,3.62168,2.56858,0.897,0.24197,0.0942039,0.14776603877544403,0.232436,1.28678,0.29373,0.74272,,,3.7099,1.6925,1.74719,87.29000091552734,,,,,,,485.30000000000007,4.49351851851852,468,4.333333333333333,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Spencer Strider","ATL",6.4589,5.4956,9.0593,3.74088,17.34,17.34,0,0,,99.5977,419.889,83.4357,44.4786,41.3981,12.4276,40.1443,,4.3097,119.308,10.7811,3.62758,2.97198,1.123,0.284142,0.0956069,0.18853505700826645,0.222237,1.24079,0.291376,0.744965,,,3.64621,1.68831,1.76873,124.86000061035156,,,,,,,482.59999999999997,4.826,450,4.5,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Jared Jones","PIT",5.6401,5.4276,7.4139,3.8441,21.5963,15.3,0,0.4139,,92.1778,389.651,83.0826,42.4834,39.3711,11.1023,33.436,,4.1069,96.8408,9.45528,3.2646,2.8963,1.084,0.248532,0.0858101,0.16272202134132385,0.235958,1.26406,0.294802,0.733201,,,3.76736,1.63518,1.47256,714.77001953125,,,,,,,412.7,4.485869565217391,400,4.3478260869565215,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Tyler Glasnow","LAD",5.3575,3.6544,6.9949,3.49028,13.26,13.26,0,0,,74.3278,308.542,61.2019,31.3604,28.825,8.28342,28.9042,,2.1222,88.7944,10.7517,3.49987,3.07202,1.003,0.287787,0.09368,0.19410712271928787,0.220535,1.21228,0.293278,0.748264,,,3.39269,1.6183,1.48854,113.73999786376953,,,,,,,375.6,5.075675675675676,351,4.743243243243243,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Foster Griffin","WSN",5.8729,6.2839,9.3419,3.96897,17.17,17.17,0,0,,103.554,440.47,102.098,49.5568,45.6671,12.4841,31.4028,,5.3464,92.6528,8.05253,2.72924,2.95046,1.085,0.21035,0.0712938,0.1390560120344162,0.252891,1.28918,0.300128,0.72351,,,3.9233,1.57478,1.37742,999,,,,,,,434.8,4.180769230769231,442,4.25,,,,,,,,,,,,,,,,,,,"Foster Griffin","16432",656492
"Gavin Williams","CLE",6.6353,6.7932,10.3343,3.81903,19.19,19.19,0,0,,113.135,482.244,100.865,52.0489,48.0071,13.4127,47.2137,,4.0672,122.767,9.76626,3.75591,2.60024,1.067,0.254574,0.0979042,0.15667006373405457,0.234046,1.30887,0.296666,0.742685,,,3.81165,1.56861,1.66758,144.74000549316406,,,,,,,506.70000000000005,4.484070796460178,489,4.327433628318584,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Trey Yesavage","TOR",6.2425,6.0425,8.5396,3.89621,21.1178,17.34,0,0.4245,,102.34,437.755,88.596,47.8555,44.304,12.1557,46.1263,,3.8662,111.115,9.7717,4.05646,2.40892,1.069,0.253828,0.10537,0.14845836907625198,0.22848,1.31642,0.289008,0.738008,,,3.919,1.55657,1.40642,194.2899932861328,,,,,,,447.80000000000007,4.390196078431373,426,4.176470588235294,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Shota Imanaga","CHC",6.6429,6.3294,9.9425,3.97965,18.36,18.36,0,0,,110.576,460.352,105.797,52.2891,48.8951,17.594,26.1618,,3.3808,102.695,8.3585,2.12935,3.92537,1.432,0.223079,0.05683,0.166248869150877,0.245578,1.19337,0.284049,0.742306,,,4.0934,1.54993,1.53112,157.92999267578125,,,,,,,443.4000000000001,3.9945945945945955,440,3.963963963963964,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Max Meyer","MIA",5.7118,6.189,8.6577,3.94979,17.17,17.17,0,0,,99.124,420.909,93.1178,47.1501,43.5021,11.7076,35.3041,,4.2171,98.3032,8.92548,3.20545,2.78447,1.063,0.23355,0.0838758,0.1496739238500595,0.244155,1.29557,0.299989,0.725439,,,3.82901,1.52178,1.43413,281.45001220703125,,,,,,,422.2,4.264646464646464,418,4.222222222222222,,,,,,,,,,,,,,,,,,,"Max Meyer","27474",676974
"Max Fried","NYY",5.4446,3.9198,8.0407,3.31941,13.39,13.39,0,0,,79.5183,332.991,73.544,32.4731,29.3282,7.59842,24.8555,,3.2,73.9304,8.36755,2.81318,2.97441,0.86,0.222019,0.0746432,0.14737605303525925,0.241179,1.23744,0.295182,0.751198,,,3.52211,1.52084,1.7432,50.04999923706055,,,,,,,365.20000000000005,4.565,360,4.5,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Cam Schlittler","NYY",5.8655,4.7452,8.1567,3.63421,15.45,15.45,0,0,,88.1478,370.369,77.8714,38.7844,35.5942,10.1566,31.1073,,3.6122,90.2182,9.21139,3.17609,2.90023,1.037,0.24359,0.08399,0.15960003435611725,0.232002,1.23632,0.287812,0.740763,,,3.71344,1.51204,1.50011,116.62999725341797,,,,,,,400.40000000000003,4.550000000000001,385,4.375,,,,,,,,,,,,,,,,,,,"Cam Schlittler","32095",693645
"MacKenzie Gore","TEX",5.5714,5.3465,7.5253,3.75381,16.32,16.32,0,0,,87.7241,371.555,75.4384,39.4743,36.5888,10.5464,35.9026,,3.5249,98.2945,10.0845,3.68341,2.73781,1.082,0.264549,0.096628,0.1679210290312767,0.227137,1.26922,0.290622,0.744146,,,3.75114,1.49578,1.57095,164.82000732421875,,,,,,,396.9000000000001,4.510227272727274,373,4.238636363636363,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Carlos Rodón","NYY",7.0887,6.4556,9.7728,4.00474,19.57,19.57,0,0,,113.121,484.252,99.9506,54.0694,50.3357,15.3217,45.3212,,5.2783,120.36,9.57595,3.60578,2.65572,1.219,0.248549,0.0935901,0.15495897829532623,0.230485,1.28421,0.284018,0.736564,,,4.05559,1.47551,1.50504,202.3000030517578,,,,,,,481.70000000000005,4.26283185840708,460,4.070796460176991,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Davis Martin","CHW",5.6693,6.5399,9.0251,4.06802,17.34,17.34,0,0,,103.224,440.377,100.775,50.5197,46.6576,13.098,34.389,,4.9001,90.6493,7.9036,2.99833,2.636,1.142,0.205845,0.0780899,0.12775485217571259,0.251254,1.30942,0.294871,0.724528,,,4.11595,1.47284,1.34888,999,,,,,,,404.70000000000005,3.9291262135922334,411,3.9902912621359223,,,,,,,,,,,,,,,,,,,"Davis Martin","21448",663436
"Cade Cavalli","WSN",5.7419,5.9317,8.2317,3.84919,17.17,17.17,0,0,,95.3351,408.812,91.1803,44.5751,40.7736,9.72418,33.7765,,6.6048,89.1138,8.41269,3.18863,2.63834,0.918,0.217982,0.0826211,0.1353612318634987,0.247483,1.31071,0.302145,0.721929,,,3.80812,1.45887,1.3288,305.2200012207031,,,,,,,398.4,4.193684210526316,400,4.2105263157894735,,,,,,,,,,,,,,,,,,,"Cade Cavalli","27473",676917
"Sandy Alcantara","MIA",6.0764,7.6469,10.0113,4.31802,19.19,19.19,0,0,,117.626,505.266,122.134,61.0921,56.4345,14.1543,36.1154,,5.3265,94.3412,7.21841,2.76333,2.61222,1.083,0.186716,0.071478,0.11523792147636414,0.263319,1.34536,0.303886,0.701834,,,4.09809,1.45217,1.19873,144.57000732421875,,,,,,,448.8,3.8033898305084746,473,4.008474576271187,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Emmet Sheehan","LAD",5.8052,4.5408,6.7002,3.85581,21.2059,14.28,0,0.4417,,86.0018,360.047,74.876,39.4855,36.8452,12.3174,29.1543,,3.8672,94.8904,9.93018,3.05097,3.25477,1.289,0.26355,0.0809736,0.18257644772529602,0.228961,1.20963,0.284593,0.743724,,,3.88796,1.44828,1.32088,111.20999908447266,,,,,,,384.79999999999995,4.474418604651162,365,4.244186046511628,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Shane Bieber","TOR",5.531,5.2011,7.3315,3.77542,23.0948,14.28,0,0.4245,,90.9641,381.944,89.3943,41.5699,38.1587,10.855,22.57,,3.0097,83.9355,8.30459,2.23308,3.7189,1.074,0.219759,0.0590924,0.16066622734069824,0.250851,1.23086,0.300257,0.727461,,,3.63038,1.44686,1.28008,474.0400085449219,,,,,,,396.69999999999993,4.359340659340659,402,4.417582417582418,,,,,,,,,,,,,,,,,,,"Shane Bieber","19427",669456
"Parker Messick","CLE",5.907,6.0484,9.1044,3.80603,17.17,17.17,0,0,,100.201,426.206,94.1482,46.0952,42.3742,11.7792,34.7341,,4.4867,97.4387,8.75189,3.1198,2.80527,1.058,0.228619,0.081496,0.14712274819612503,0.243286,1.28624,0.29654,0.736596,,,3.83851,1.44574,1.48066,294.17999267578125,,,,,,,425,4.25,421,4.21,,,,,,,,,,,,,,,,,,,"Parker Messick","31986",800048
"Jack Flaherty","DET",5.6714,5.8642,7.6358,3.9603,17.17,17.17,0,0,,92.9611,401.213,83.5024,44.093,40.906,11.9713,37.093,,4.4125,101.55,9.83156,3.59115,2.73772,1.159,0.253108,0.0924521,0.16065607219934464,0.23214,1.29727,0.290557,0.736765,,,3.90966,1.40821,1.34966,209,,,,,,,403.20000000000005,4.335483870967742,390,4.193548387096774,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Grayson Rodriguez","LAA",5.0545,5.4016,7.6529,3.86989,15.15,15.15,0,0,,86.7276,366.868,78.9793,40.3382,37.2918,10.706,32.3577,,3.2919,89.5722,9.29519,3.35786,2.76819,1.111,0.244154,0.0881998,0.15595389902591705,0.238451,1.28376,0.295632,0.736895,,,3.85323,1.40726,1.52688,397.1099853515625,,,,,,,378.1,4.345977011494253,367,4.218390804597701,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Casey Mize","DET",5.1255,5.1418,7.1531,3.86602,15.15,15.15,0,0,,83.6141,352.208,79.5767,38.8332,35.9171,10.396,24.1762,,2.78,77.7914,8.37326,2.60226,3.21768,1.119,0.220868,0.0686418,0.15222594141960144,0.244662,1.24085,0.291822,0.727812,,,3.80367,1.39553,1.30401,289.6499938964844,,,,,,,365.6,4.352380952380953,365,4.345238095238095,,,,,,,,,,,,,,,,,,,"Casey Mize","20492",663554
"Nick Lodolo","CIN",5.8113,6.2357,8.1552,4.17206,17.51,17.51,0,0,,99.575,425.534,95.3839,49.6504,46.1592,14.0733,31.4249,,8.7,98.9954,8.94761,2.84031,3.15022,1.272,0.232638,0.0738482,0.15878989547491074,0.247487,1.2735,0.298562,0.720391,,,4.13875,1.39294,1.38578,127.94999694824219,,,,,,,398.79999999999995,3.9879999999999995,396,3.96,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
