Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",144,620,508,153,76,25,1,51,108,123,103,7,154,6,4,0,,10,2,0.300444,0.165845,0.248956,0.66616,0.420827,0.653759,0.446343,1.07459,0.353315,3.94018,0.33183,-0.677536,-0.0704632,140.386,67.1109,193.141,-0.747999,4.27928,67.33059108257294,-2.6540489196777344,8.80165,1.850000023841858,,,,,,,1246.8,8.658333333,1246.8,8.658333333,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",152,658,597,186,110,37,7,32,110,103,50,4,104,7,5,0,,36,10,0.311575,0.0754556,0.15802,0.477506,0.367966,0.558628,0.391579,0.926594,0.247053,7.08888,0.330455,1.06394,1.90873,119.706,41.9529,151.271,2.97268,9.39396,42.73770999908447,16.44441843032837,8.37298,3.0999999046325684,,,,,,,1104,7.263157894,1104,7.263157894,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Juan Soto","NYM",153,661,538,151,86,27,2,37,105,103,115,6,114,4,5,0,,18,5,0.280377,0.173705,0.172058,1.00958,0.407388,0.541137,0.403943,0.948526,0.260761,4.74837,0.290867,-0.353733,0.512022,126.801,48.7466,165.6,0.158289,-2.23855,51.51912871003151,-9.508916854858398,6.5461,4.650000095367432,,,,,,,1122.3,7.335294117,1122.3,7.335294117,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",151,654,561,163,82,27,6,48,119,117,84,6,154,5,4,0,,24,6,0.290798,0.128605,0.236093,0.544723,0.385391,0.614613,0.417591,1,0.323815,6.50071,0.317904,0.0442637,1.27589,132.752,55.4946,172.158,1.32015,0,57.238762617111206,-16.346296310424805,6.4088,1.2699999809265137,,,,,,,1211.3,8.021854304,1211.3,8.021854304,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Gunnar Henderson","BAL",150,647,568,159,94,32,6,27,105,94,69,3,139,6,5,0,,22,5,0.280997,0.106056,0.214108,0.49534,0.36242,0.503951,0.370236,0.86637,0.222954,6.65165,0.325379,0.822675,1.22815,106.504,30.0426,141.03,2.05083,-2.24221,33.34433579444885,4.691126346588135,6.17091,12.510000228881836,,,,,,,956,6.373333333,956,6.373333333,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Cal Raleigh","SEA",152,610,531,124,67,22,1,34,79,92,70,3,164,5,4,0,,9,2,0.233943,0.114918,0.268547,0.427927,0.326978,0.470566,0.342155,0.797545,0.236624,3.64836,0.267332,-0.811356,-0.0655527,86.4682,14.4088,126.773,-0.876908,10.1286,18.36728197336197,16.96962261199951,5.76359,18.729999542236328,,,,,,,789,5.190789473,789,5.190789473,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Julio Rodríguez","SEA",152,656,593,162,103,29,2,28,89,91,50,3,143,9,5,0,,28,7,0.273982,0.0755917,0.218383,0.346143,0.336835,0.471089,0.346367,0.807924,0.197107,5.58106,0.315727,0.309542,1.74352,95.3057,17.752,129.675,2.05306,2.34476,25.009158611297607,4.497534990310669,5.33088,9.489999771118164,,,,,,,883.5,5.8125,883.5,5.8125,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Ronald Acuña Jr.","ATL",145,627,536,156,97,26,2,31,95,93,79,4,124,7,4,0,,32,8,0.290707,0.126149,0.198319,0.636094,0.386395,0.517666,0.3868,0.90406,0.226958,5.48529,0.324843,0.800122,1.77841,111.606,37.5343,150.085,2.57853,-1.30218,39.791136264801025,-8.789214491844177,5.30512,5.260000228881836,,,,,,,1012.2,6.980689655,1012.2,6.980689655,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Alejandro Kirk","TOR",120,476,420,117,81,21,0,15,59,57,49,2,55,4,4,1,,2,0,0.278085,0.102146,0.114512,0.892017,0.354976,0.43431,0.343628,0.789287,0.156226,2.52679,0.288012,-0.799597,-0.724514,68.0987,11.8224,121.86,-1.52411,15.7412,10.747016549110413,24.14301872253418,5.24735,160.25,,,,,,,599.9,4.999166666,599.9,4.999166666,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Yordan Alvarez","HOU",124,536,458,138,78,26,1,32,85,91,67,4,89,8,4,0,,5,1,0.301804,0.124675,0.165398,0.753786,0.396443,0.576224,0.410713,0.972668,0.274421,3.76157,0.310863,-0.484966,-0.588669,105.792,42.4832,168.044,-1.07363,1.18985,41.89649212360382,-9.717558860778809,5.17963,33.38999938964844,,,,,,,928.4,7.487096774,928.4,7.487096774,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Fernando Tatis Jr.","SDP",150,647,569,152,94,28,1,28,88,86,67,3,128,6,5,0,,25,6,0.267507,0.103545,0.1984,0.521899,0.348687,0.469296,0.352134,0.817982,0.201789,5.09938,0.297975,0.332099,1.6788,96.9928,20.5317,130.547,2.0109,10.3701,25.43907928466797,3.244126319885254,5.1367,14.010000228881836,,,,,,,882,5.88,882,5.88,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Corey Seager","TEX",126,546,480,132,79,25,0,29,73,83,57,3,98,5,4,0,,3,1,0.275717,0.104979,0.178914,0.586757,0.356022,0.507843,0.368827,0.863865,0.232126,2.63999,0.28958,-0.557953,-0.55914,89.238,24.7239,140.021,-1.11709,1.97759,24.637173533439636,6.142408728599548,5.07238,95.08999633789062,,,,,,,793.2,6.295238095,793.2,6.295238095,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Vladimir Guerrero Jr.","TOR",151,654,571,173,108,34,1,31,94,100,72,4,87,6,5,0,,6,3,0.303748,0.110129,0.133049,0.827727,0.384634,0.526044,0.388695,0.910678,0.222296,3.13291,0.311695,-0.251345,-1.01902,117.412,40.1544,152.905,-1.27036,-2.51431,39.500078439712524,-14.382824659347534,4.87296,18.049999237060547,,,,,,,1030.5,6.824503311,1030.5,6.824503311,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"William Contreras","MIL",147,587,512,136,87,28,1,20,74,74,67,3,116,4,4,0,,6,2,0.265225,0.113787,0.197845,0.575133,0.351455,0.438335,0.343269,0.78979,0.17311,3.35646,0.305118,-0.31445,-0.575958,83.8162,14.4095,121.49,-0.890408,5.73114,14.070854544639587,13.00151538848877,4.76873,56.560001373291016,,,,,,,743.3,5.056462585,743.3,5.056462585,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Corbin Carroll","ARI",142,613,536,142,79,29,11,23,108,78,64,3,127,9,4,0,,33,7,0.265174,0.104249,0.20719,0.503157,0.351047,0.489132,0.35924,0.840179,0.223958,8.52247,0.305076,1.32117,2.92509,95.4803,23.0015,130.692,4.24625,6.01939,26.559746265411377,-0.36023807525634766,4.7679,14.100000381469727,,,,,,,884.3,6.227464788,884.3,6.227464788,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Elly De La Cruz","CIN",150,647,578,151,88,30,7,27,96,87,61,2,181,4,4,1,,42,11,0.260912,0.0937715,0.279553,0.335434,0.332627,0.473881,0.345275,0.806508,0.21297,7.5653,0.331547,1.05037,2.88674,93.3894,16.9283,117.23,3.93711,0.941162,17.151625394821167,7.633755087852478,4.7379,8.449999809265137,,,,,,,892.3,5.948666666,892.3,5.948666666,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Francisco Lindor","NYM",147,634,561,143,89,28,1,25,83,82,57,2,119,11,5,1,,23,5,0.255518,0.0892964,0.188482,0.473765,0.333071,0.443211,0.335896,0.776282,0.187693,5.2374,0.28122,-0.28974,1.57074,86.6185,11.7502,118.986,1.281,3.38445,15.538775444030762,9.691854238510132,4.73758,25.350000381469727,,,,,,,795.4,5.410884353,795.4,5.410884353,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Kyle Tucker","LAD",145,627,541,145,86,28,2,29,90,90,78,3,96,4,5,0,,25,4,0.267276,0.124343,0.152623,0.814707,0.360541,0.484956,0.363166,0.845497,0.21768,5.52448,0.275314,0.0154458,2.44053,99.5771,25.5053,134.875,2.45598,1.47705,28.36781406402588,-5.239612817764282,4.49954,13.130000114440918,,,,,,,918.5,6.334482758,918.5,6.334482758,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"José Ramírez","CLE",150,650,579,153,96,33,3,21,84,82,61,2,79,4,5,1,,35,7,0.264771,0.0936159,0.121868,0.768173,0.336284,0.44202,0.336306,0.778304,0.177249,5.84117,0.272883,-0.0446844,2.97092,89.0263,12.2639,117.397,2.92624,4.25427,16.247010946273804,5.043624401092529,4.46668,6.28000020980835,,,,,,,829.9,5.532666666,829.9,5.532666666,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Junior Caminero","TBR",148,640,587,162,97,28,3,34,86,97,43,3,125,4,5,0,,5,1,0.275491,0.0678939,0.195468,0.347341,0.32742,0.505224,0.353467,0.832645,0.229733,4.00765,0.295529,-0.0386155,-0.491757,96.6756,21.0109,127.152,-0.530373,-0.14476,19.962396502494812,1.5644992291927338,4.45813,16.479999542236328,,,,,,,885.8,5.985135135,885.8,5.985135135,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Austin Riley","ATL",150,647,583,156,92,30,2,32,89,100,51,3,160,8,5,0,,3,1,0.268364,0.0792964,0.247934,0.319828,0.333911,0.493318,0.352991,0.827229,0.224954,3.57428,0.314239,-0.0514101,-0.65402,97.4431,20.9819,126.924,-0.70543,-1.4783,19.944439589977264,0.44762635231018066,4.28841,59.36000061035156,,,,,,,869.7,5.798,869.7,5.798,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Wyatt Langford","TEX",144,620,541,139,84,28,3,25,84,81,69,3,137,5,4,0,,21,5,0.256989,0.111149,0.221478,0.501851,0.343991,0.454232,0.34489,0.798223,0.197243,5.49908,0.298565,0.328348,1.10346,89.304,16.0287,123.531,1.43181,5.2267,18.630800008773804,1.3748459815979004,4.23126,37.75,,,,,,,818.6,5.684722222,818.6,5.684722222,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Adley Rutschman","BAL",136,545,474,123,79,27,1,17,71,68,63,2,85,3,4,1,,2,1,0.259193,0.1161,0.155382,0.747194,0.347541,0.424481,0.337012,0.772021,0.165288,3.0842,0.282054,-0.231091,-0.761142,75.0546,10.6087,118.143,-0.992232,5.87076,10.670851647853851,11.720759391784668,4.21215,148.92999267578125,,,,,,,657.6,4.835294117,657.6,4.835294117,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Pete Crow-Armstrong","CHC",144,620,569,143,86,28,6,23,84,80,36,1,151,9,5,2,,35,9,0.251056,0.0574522,0.243428,0.236014,0.303059,0.442783,0.319897,0.745841,0.191726,7.439,0.299892,0.536444,2.55405,76.7202,3.44493,106.517,3.09049,9.79844,7.880636692047119,12.013259649276733,4.14569,32.939998626708984,,,,,,,739.7,5.136805555,739.7,5.136805555,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Mookie Betts","LAD",145,627,552,145,91,29,2,23,84,81,64,2,86,5,5,1,,11,2,0.261927,0.101754,0.136951,0.742993,0.341097,0.443216,0.339697,0.784313,0.181288,4.65927,0.272051,-0.142403,0.192556,87.6318,13.56,118.798,0.0501532,-1.47705,14.016657341271639,5.239612817764282,4.10339,60.58000183105469,,,,,,,794,5.475862068,794,5.475862068,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Ketel Marte","ARI",142,613,537,143,87,29,2,24,84,80,65,3,105,7,5,0,,6,2,0.265522,0.105699,0.171318,0.616977,0.349138,0.462635,0.350166,0.811773,0.197113,4.04867,0.287197,-0.054725,-0.49972,90.9614,18.4825,124.476,-0.554445,2.25535,17.240137100219727,2.3275704383850098,4.08938,32.63999938964844,,,,,,,806.7,5.680985915,806.7,5.680985915,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Patrick Bailey","SFG",128,505,455,103,71,20,1,10,52,48,41,0,128,3,3,3,,2,0,0.225821,0.0811643,0.253726,0.31989,0.292131,0.345119,0.282005,0.63725,0.119298,3.43267,0.288709,-0.202966,-0.491291,46.9724,-12.7402,81.1608,-0.694258,23.3912,-11.978164732456207,33.26157093048096,3.89725,747.8900146484375,,,,,,,415.3,3.24453125,415.3,3.24453125,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Zach Neto","LAA",147,636,566,144,86,31,1,26,80,85,48,2,148,17,4,1,,26,9,0.253782,0.0754432,0.232538,0.324434,0.328071,0.450964,0.336437,0.779035,0.197183,5.17922,0.295996,0.290806,0.617906,87.2582,12.0786,115.124,0.908711,-2.91011,12.250566244125366,3.9070215225219727,3.89432,32.29999923706055,,,,,,,799.6,5.439455782,799.6,5.439455782,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Willy Adames","SFG",151,654,578,138,84,28,1,26,78,84,66,2,161,4,4,2,,12,4,0.239605,0.101437,0.246961,0.41074,0.31986,0.424854,0.323272,0.744714,0.185249,3.87196,0.285302,0.0524988,-0.121378,82.6812,5.42357,109.43,-0.0688796,1.54058,7.238831989467144,8.546138644218445,3.83999,133.92999267578125,,,,,,,747.7,4.951655629,747.7,4.951655629,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Maikel Garcia","KCR",149,644,580,158,109,33,3,12,81,69,55,1,98,2,5,3,,29,7,0.272084,0.0858018,0.151395,0.566743,0.33444,0.404577,0.322685,0.739018,0.132494,5.87228,0.306391,0.363617,1.77154,81.1887,5.03899,103.813,2.13516,7.7664,5.031368017196655,10.165007591247559,3.8249,63.150001525878906,,,,,,,736.9,4.945637583,736.9,4.945637583,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Riley Greene","DET",145,627,562,152,91,28,4,28,88,89,57,3,164,4,4,0,,5,2,0.269833,0.0901694,0.261766,0.344466,0.338965,0.485221,0.352462,0.824186,0.215388,4.32683,0.329813,0.00308681,-0.814506,94.1288,20.057,127.091,-0.811419,3.47156,19.204942166805267,-3.533992290496826,3.81151,78.4800033569336,,,,,,,843.3,5.815862068,843.3,5.815862068,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Matt Chapman","SFG",150,647,564,134,79,30,2,24,81,82,70,2,162,8,4,1,,10,3,0.23838,0.108336,0.250506,0.432468,0.328625,0.424004,0.327698,0.75263,0.185624,4.27881,0.289983,-0.04992,-0.482699,84.1546,7.69348,112.462,-0.532619,4.21535,9.025580704212189,6.526460409164429,3.79322,163.6199951171875,,,,,,,755,5.033333333,755,5.033333333,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Geraldo Perdomo","ARI",153,661,570,147,102,30,3,12,84,65,76,2,93,8,5,2,,21,6,0.25708,0.115458,0.140247,0.823244,0.349693,0.383265,0.324773,0.732958,0.126185,5.4045,0.28598,0.203658,0.564532,84.3387,6.28461,107.081,0.76819,0.915568,6.311917543411255,7.993345737457275,3.71153,76.7699966430664,,,,,,,745.2,4.870588235,745.2,4.870588235,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Manny Machado","SDP",144,620,561,147,94,27,0,27,74,85,52,2,123,3,5,1,,10,2,0.262469,0.083046,0.198308,0.418773,0.324809,0.452352,0.334307,0.777161,0.189882,3.44722,0.290111,-0.275883,0.0396418,83.9755,10.7002,118.335,-0.236241,2.38105,13.239751040935516,2.092156171798706,3.67894,37.52000045776367,,,,,,,772.7,5.365972222,772.7,5.365972222,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Rafael Devers","SFG",153,661,572,145,87,29,1,28,87,89,77,3,155,6,4,0,,4,1,0.253767,0.117101,0.234789,0.498749,0.346741,0.456357,0.347224,0.803098,0.20259,3.1739,0.29782,-0.374347,-0.781945,96.3799,18.3258,125.838,-1.15629,7.52644,19.073113322257996,-5.666155815124512,3.61963,61.619998931884766,,,,,,,846.8,5.534640522,846.8,5.534640522,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Masyn Winn","STL",144,620,563,145,98,30,3,13,74,66,45,1,113,5,5,3,,16,4,0.257588,0.0721376,0.181986,0.396392,0.315323,0.3949,0.309798,0.710222,0.137311,5.33133,0.298169,0.628778,0.457308,71.6354,-1.63993,99.9548,1.08609,7.048,1.052833553403616,13.692448139190674,3.61892,364.7799987792969,,,,,,,644.5,4.475694444,644.5,4.475694444,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Jazz Chisholm Jr.","NYY",134,580,514,125,76,20,2,27,74,79,55,2,150,5,4,1,,33,8,0.242503,0.0955133,0.258528,0.369451,0.320464,0.446223,0.330782,0.766687,0.203719,6.02826,0.286656,0.432237,2.20091,76.84,8.34359,113.536,2.63315,1.53467,11.881337642669678,3.412451148033142,3.60671,19.520000457763672,,,,,,,729.5,5.44402985,729.5,5.44402985,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Roman Anthony","BOS",140,607,522,139,86,32,3,18,86,74,77,2,148,4,4,1,,8,3,0.267111,0.126101,0.243933,0.516951,0.362283,0.445301,0.351444,0.807584,0.17819,4.79381,0.337242,0.200653,-0.639987,90.591,18.9086,122.444,-0.439335,6.56313,15.608940243721008,-1.3813176155090332,3.5926,50.75,,,,,,,785.3,5.609285714,785.3,5.609285714,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Byron Buxton","MIN",126,543,487,123,66,24,4,28,79,79,43,2,148,8,4,1,,16,2,0.251869,0.0790404,0.271948,0.290645,0.320806,0.490484,0.345552,0.81129,0.238615,6.78964,0.300577,0.463883,1.81387,78.4453,14.3192,121.824,2.27776,0.575428,16.23731255531311,0.18777376413345337,3.59217,73.4800033569336,,,,,,,735.2,5.834920634,735.2,5.834920634,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Jackson Merrill","SDP",140,607,559,148,93,28,4,24,80,82,39,2,114,3,5,0,,9,3,0.265327,0.0640903,0.187438,0.341928,0.314185,0.456092,0.329515,0.770277,0.190765,4.94503,0.292477,0.651415,-0.368251,79.7896,8.10726,115.052,0.283164,1.5983,11.105901628732681,3.5723732709884644,3.56619,70.79000091552734,,,,,,,734.1,5.243571428,734.1,5.243571428,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Trea Turner","PHI",144,620,569,155,105,29,3,17,79,71,39,1,118,5,5,2,,26,4,0.271683,0.0634316,0.190724,0.332582,0.321924,0.423591,0.322504,0.745515,0.151908,6.10157,0.313691,0.8974,2.55227,78.0327,4.75738,104.9,3.44967,0.343805,7.051221132278442,6.9882495403289795,3.54671,26.780000686645508,,,,,,,730.2,5.070833333,730.2,5.070833333,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Ben Rice","NYY",123,526,458,113,65,21,1,26,70,77,55,2,110,8,4,0,,5,2,0.246838,0.104892,0.208925,0.502056,0.335679,0.465875,0.345131,0.801555,0.219037,3.56329,0.267946,-0.143084,-0.625967,75.7897,13.6878,123.42,-0.769051,10.0939,13.738894999027252,2.799468517303467,3.54342,53.189998626708984,,,,,,,678.7,5.517886178,678.7,5.517886178,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Dansby Swanson","CHC",153,661,594,144,93,25,2,23,76,77,56,1,165,4,5,2,,17,4,0.241745,0.0852397,0.249294,0.341924,0.309017,0.407108,0.311378,0.716125,0.165363,4.85282,0.29331,0.468023,0.760623,77.1544,-0.899753,100.681,1.22865,3.75383,1.7618391513824463,10.831605911254883,3.53639,152.30999755859375,,,,,,,713.6,4.664052287,713.6,4.664052287,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Gabriel Moreno","ARI",106,420,374,103,71,21,1,10,51,47,39,1,71,3,3,1,,4,2,0.275203,0.0924961,0.169286,0.546388,0.346128,0.416874,0.333214,0.763001,0.141671,3.63344,0.313872,0.184016,-0.488947,56.5324,6.87818,112.863,-0.304931,6.47705,6.101935416460037,14.084461212158203,3.49534,181.22000122070312,,,,,,,491.4,4.635849056,491.4,4.635849056,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Bryce Harper","PHI",148,640,557,148,86,32,0,29,85,94,74,3,138,5,4,0,,11,4,0.265535,0.115745,0.215508,0.537079,0.354496,0.481548,0.359376,0.836044,0.216012,3.76381,0.301333,0.111009,-0.315113,99.7477,24.083,130.159,-0.204104,1.56851,22.68542057275772,-9.962969422340393,3.48078,47.900001525878906,,,,,,,883.9,5.972297297,883.9,5.972297297,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Jeremy Peña","HOU",138,596,542,146,100,28,2,16,74,69,38,1,108,10,5,2,,17,5,0.269171,0.0633992,0.18046,0.351319,0.325895,0.417664,0.32297,0.743559,0.148493,5.19375,0.3067,0.408332,0.48808,75.2298,4.7983,107.601,0.896412,0.660924,6.236433446407318,7.047498345375061,3.45876,122.9800033569336,,,,,,,680.9,4.934057971,680.9,4.934057971,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Michael Harris II","ATL",128,553,515,144,92,27,3,22,74,77,28,2,106,5,4,1,,18,5,0.279301,0.0509436,0.192164,0.265104,0.320029,0.472011,0.338035,0.79204,0.19271,5.89597,0.311532,0.28864,0.771291,76.5207,11.2102,116.679,1.05993,0.995914,11.98645794391632,2.969987690448761,3.41115,99.06999969482422,,,,,,,712.8,5.56875,712.8,5.56875,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Will Smith","LAD",122,482,418,108,67,20,1,20,64,65,52,2,90,8,3,0,,3,1,0.258375,0.108596,0.187246,0.579964,0.349196,0.453551,0.347861,0.802747,0.195176,3.30517,0.283348,-0.512114,-0.639571,70.5536,13.6173,124.391,-1.15169,-4.28204,12.778067708015442,4.529070854187012,3.41048,95.69000244140625,,,,,,,621.4,5.093442622,621.4,5.093442622,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Drake Baldwin","ATL",134,550,488,128,84,23,1,21,70,71,52,2,107,5,4,1,,1,0,0.262947,0.0951223,0.194504,0.489049,0.337263,0.442312,0.337451,0.779575,0.179364,2.54429,0.295034,-0.139918,-0.841419,75.9134,10.8987,116.279,-0.981337,4.99147,9.634970307350159,5.23221492767334,3.3935,78.62999725341797,,,,,,,671.5,5.011194029,671.5,5.011194029,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Hunter Goodman","COL",139,561,516,137,76,30,3,28,73,84,33,1,145,6,4,2,,2,1,0.265065,0.0593037,0.257886,0.229961,0.31442,0.49819,0.345458,0.81261,0.233125,3.77399,0.312934,-0.0802064,-0.828209,80.993,14.7494,108.582,-0.908416,4.67118,4.794247210025787,9.317477226257324,3.35159,67.36000061035156,,,,,,,736.5,5.298561151,736.5,5.298561151,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Freddie Freeman","LAD",145,627,551,153,95,34,1,23,85,89,63,3,114,8,5,0,,10,2,0.277562,0.100279,0.182383,0.54983,0.357177,0.468639,0.356122,0.825816,0.191077,4.25245,0.310464,-0.482429,0.0836155,95.9918,21.92,130.049,-0.398813,0.991674,21.927703976631165,-10.250917553901672,3.32792,67.87999725341797,,,,,,,852.7,5.880689655,852.7,5.880689655,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Shea Langeliers","ATH",126,504,457,119,68,24,2,25,66,76,39,2,116,4,4,1,,5,2,0.259301,0.0770315,0.230679,0.333934,0.319801,0.482409,0.342384,0.80221,0.223107,4.00817,0.293003,-0.0299407,-0.332482,71.6096,12.0109,117.58,-0.362422,-2.42158,10.088686466217041,4.728416919708252,3.29269,54.04999923706055,,,,,,,658.3,5.224603174,658.3,5.224603174,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Matt Olson","ATL",153,661,576,146,83,31,1,32,89,99,75,3,161,5,4,0,,2,0,0.254214,0.113995,0.243919,0.467348,0.343403,0.475591,0.351854,0.818994,0.221377,2.70293,0.296327,-0.537628,-0.907223,98.8632,20.8091,126.145,-1.44485,2.92982,19.025257229804993,-8.86647891998291,3.2873,48.0099983215332,,,,,,,881.8,5.763398692,881.8,5.763398692,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Ezequiel Tovar","COL",145,627,581,158,97,35,4,22,78,82,34,1,154,4,4,3,,11,4,0.271028,0.0540417,0.245081,0.220506,0.313804,0.456615,0.330356,0.770419,0.185587,5.01452,0.330529,0.305459,-0.504279,82.8772,8.80548,98.2364,-0.19882,5.9951,-1.5091679692268372,12.71176815032959,3.2794,209.22999572753906,,,,,,,758.6,5.231724137,758.6,5.231724137,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"James Wood","WSN",142,613,537,142,83,31,3,26,84,83,68,2,173,4,4,1,,16,6,0.264902,0.111585,0.281984,0.395713,0.349817,0.477596,0.355786,0.827413,0.212694,4.97126,0.340107,0.177074,-0.184867,93.76,21.2811,129.33,-0.00779321,0.853867,21.315551976207644,-9.762800216674805,3.26935,37.790000915527344,,,,,,,839.2,5.909859154,839.2,5.909859154,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Austin Wells","NYY",112,444,395,91,54,19,1,17,52,56,41,1,104,5,3,2,,5,1,0.230963,0.0911583,0.234689,0.388421,0.307568,0.412293,0.313021,0.719861,0.18133,3.87604,0.268434,-0.0753929,-0.15391,52.4866,-0.0122007,101.301,-0.229303,7.79401,0.4518246650695801,16.171783447265625,3.26586,246.13999938964844,,,,,,,479.9,4.284821428,479.9,4.284821428,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Nick Kurtz","ATH",137,593,518,135,73,27,2,33,84,93,68,3,172,3,4,0,,4,1,0.260635,0.115172,0.289312,0.39809,0.348253,0.511111,0.366069,0.859364,0.250475,3.82512,0.321606,0.066867,-0.604747,95.6213,25.5319,133.895,-0.53788,-1.54814,23.159700393676758,-12.333326816558838,3.19713,19.8700008392334,,,,,,,855.7,6.245985401,855.7,6.245985401,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Alex Bregman","CHC",150,647,565,140,92,28,1,18,78,73,67,2,88,8,5,1,,3,2,0.247235,0.103922,0.135784,0.765346,0.333014,0.398493,0.321175,0.731506,0.151258,3.11634,0.261454,-0.415516,-1.06266,80.7274,4.26622,107.393,-1.47817,2.95971,4.1917502880096436,5.270824670791626,3.17019,119.16999816894531,,,,,,,700.2,4.668,700.2,4.668,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Nico Hoerner","CHC",148,640,578,155,117,29,2,7,73,57,45,1,66,9,5,2,,30,6,0.268833,0.0702349,0.103759,0.676907,0.32879,0.362256,0.305323,0.691046,0.093423,5.77163,0.291455,0.495842,2.43224,71.6448,-4.01994,96.5337,2.92808,6.74063,0.297222375869751,9.123968362808228,3.14302,101.93000030517578,,,,,,,653.5,4.41554054,653.5,4.41554054,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
